id,sentence,#aspect terms,aspect_term,at_polarity
320:1,मैंने पहले एक older Dell laptop own किया था जो लगभग 5 या 6 years बाद died हो गया।,0,[],[]
964:1,यह काफी decent computer है।,0,[],[]
34:12:00,मैंने उस iMac के साथ किसी भी external mics को try नहीं किया।,1,['external mics'],['neutral']
580:1,New os मेरे macbook pro पर बढ़िया है।,1,['os'],['positive']
478:1,यह fast था और यह different था।,0,[],[]
1027:1,"मुझे small screen में adjust करने में थोड़ी problem हुई, लेकिन जब तक मुझे अपने glasses ले जाना याद है, fine work करता है।",1,['screen'],['conflict']
647:1,मैंने अपना first Mac purchase किया और मैं glad हूं कि मैंने किया।,0,[],[]
705:1,मुझे experience है कोई problems नहीं होता है जैसी उम्मीद की गई थी work करता है।,1,['work'],['positive']
873:1,System बड़िया run कर रहा है।,1,['System'],['positive']
633:1,Customize setting  easy है और यहां तक कि create your own bookmarks.,2,"['Customize setting', 'create your own bookmarks']","['positive', 'positive']"
276:1,उन्होंने really में इस पर एक screwed डाला है।,0,[],[]
105:1,"MAC Mini, wireless keyboard / mouse और एक HDMI cable, मुझे कुछ real work करने की आवश्यकता है।",2,"['wireless keyboard / mouse', 'HDMI cable']","['neutral', 'neutral']"
89:1,"मैंने अंत में trigger pull किया और मैं Mac mini का use करके अपने computer task को बहुत enjoy कर रहा हूं, इससे मैं खुश हूं !!!",0,[],[]
1076:1,"इसमें वे सभी features हैं जिनकी हमें उम्मीद थी और price अच्छा था, अब तक अच्छा work कर रहा है।",3,"['features', 'price', 'work']","['positive', 'positive', 'positive']"
112:1,मैं एक designer और coder के रूप में work करता हूं और मुझे gaming के लिए नहीं बल्कि work करने के लिए buddy की need है।,1,['gaming'],['neutral']
832:17:00,मुझे बताया गया था कि यह एक multi - component failure है।,0,[],[]
453:1,New operating system इस computer को super iPad में बनाता है।,1,['operating system'],['positive']
733:1,मैं अपने first Mac से बहुत happy हूं।,0,[],[]
179:1,Set up करने और चलाने के लिए easy है।,1,['Set up'],['positive']
900:1,मैं believe नहीं कर सकता कि hard drive कितनी quiet है और यह कितनी जल्दी boots up होती है।,2,"['hard drive', 'boots up']","['positive', 'positive']"
01:26,एकमात्र issue तब आया जब मैंने mac को scanning करने का try किया।,1,['scanning'],['negative']
874:1,Machine speedy और efficient है।,0,[],[]
993:1,मुझे लगता है कि यह इस price point के close किसी भी चीज के रूप में अच्छा है।,1,['price point'],['neutral']
122:1,"मेरे 13"" 2006 macbook से एक * बड़ा * upgrade है।",0,[],[]
945:1,यह वही है जो हम ढूंढ रहे थे और यह बहुत great work करता है।,1,['work'],['positive']
542:1,Mac होने से certainly life easy हो जाता है।,0,[],[]
709:1,यह बहुत quick और responsive है कि यह computer पर working / surfing को बहुत अधिक pleasurable बनाता है!,2,"['working', 'surfing']","['positive', 'positive']"
771:1,Old unibody macbook pro थोड़ी देर बाद एक egg fry कर सकती थी।,0,[],[]
87:1,"यह fine work करता है, और सभी software बहुत अच्छी तरह से run करते समझ में आतें हैं।",2,"['work', 'software']","['positive', 'positive']"
984:1,"इस purpose के लिए, यह बहुत great है।",0,[],[]
600:1,अधिक के लिए नहीं कहा जा सकता है!,0,[],[]
0:1,"मैं इस computer का use word processing, web browsing, कुछ gaming, के लिए कर रहा हूं और मैं programming learn कर रहा हूं।",4,"['word processing', 'web browsing', 'gaming', 'programming']","['neutral', 'neutral', 'neutral', 'neutral']"
91:1,"यह निश्चित रूप से करता है, लेकिन आप Mac के किसी भी complain के बारे में अपने friends से शायद ही कभी सुनते हैं।",0,[],[]
477:1,"मेरी wife box open करने के लिए बहुत excited थी, लेकिन जल्दी ही यह देखने में आया कि यह वैसे function नहीं कर रहा जैसा इसे करना चाहिए।",1,['function'],['negative']
794:57:00,मेरे पास share करने के लिए कोई technical pearls नहीं है।,0,[],[]
383:1,"मैं एक ऐसा computer चाहता था, जो काफी fast हो, और कुल मिलाकर जिसका performance great हो।",1,['performance'],['neutral']
160:19:00,"Apple ""Help"" एक mixed bag है।",1,"['Apple ""Help""']",['negative']
358:1,कुल मिलाकर मैं कह सकता हूं कि मैं impressed हूं।,0,[],[]
268:1,यह अचानक से work नहीं कर सकता।,1,['work'],['negative']
508:1,इसने वो सब किया जो हमने expect किया था।,0,[],[]
279:0,"Hard drive खराब condition में था, इसे replace करना पड़ा।",1,['Hard drive'],['negative']
200:1,Rear corner में on/off switch थोड़ा obscre है।,1,['on/off switch'],['negative']
46:33:00,,0,[],[]
28:1,मेरा एकमात्र complaint है कि जो mac mini के साथ आता है उसमें पूरी तरह से instructions की कमी है।,1,['instructions'],['negative']
2:1,"एकमात्र task जिसके लिए यह computer पर्याप्त नहीं होगा gaming होगा, अन्यथा integrated Intel 4000 graphics अन्य task के लिए अच्छी तरह से work करता है।",2,"['gaming', 'integrated Intel 4000 graphics']","['negative', 'conflict']"
919:1,यह macbook pro है और इसके बारे में कोई discussion नहीं।,0,[],[]
231:1,मैं hope कर रहा हूँ कि बाकी features apple की signature quality वाली होगी।,1,['features'],['conflict']
923:1,"मैं इसका use ज्यादातर content creation (Audio, video, photo editing) और यह reliable है।",4,"['content creation', 'Audio', 'video', 'photo editing']","['positive', 'positive', 'positive', 'positive']"
59:1,यह Mac के चारों ओर best है।,0,[],[]
462:8,Screen bright और gorgeous है।,1,['Screen'],['positive']
102:1,यह portable और reliable भी है।,0,[],[]
382:15:00,"इसका एक ही solution है कि brightness को down किया जाए, आदि।",1,['brightness'],['neutral']
789:17:00,New laptop जैसा अच्छा और use किया हुआ purchase करना easy decision नहीं है लेकिन मैं बहुत satisfy हूं।,0,[],[]
227,"यदि आप macs के बारे में अधिक information चाहते हैं, तो मेरा suggest करता हूं कि आप Apple.com पर जाएं और applications के बारे में अधिक information के लिए macbook page की ओर बढ़ें।",1,['applications'],['neutral']
670:1,यह सभी Apple products के रूप में एक friendly use के साथ robust है।,1,['use'],['positive']
920:1,"यहां तक कि अगर आप business नहीं करते हैं, तो ठीक है, यह incredibly fast है।",0,[],[]
880:1,यह fast और use करने में easy है,1,['use'],['positive']
1066:04:00,यह पूरी तरह से annoying था।,0,[],[]
745:1,और fact यह है कि यह एक i5 processor के साथ आता है निश्चित रूप से चीजों को speed देता है,1,['i5 processor'],['positive']
261:2,लेकिन आप में से उन लोगों के लिए जिनके पास mac नहीं है और अभी भी PC पर हैं यह mac के door पर एक अच्छा foot है।,0,[],[]
889:1,मेरे पास years से PC है लेकिन यह computer intuitive है और इसकी built in features एक great help हैं।,1,['built in features'],['positive']
980:1,और ये आसानी से मेरे briefcase में fit हो जाता है।,0,[],[]
1094:1,"Nice screen, keyboard बढ़िया काम करता है।",2,"['screen', 'keyboard']","['positive', 'positive']"
1067:5,220.00 के लिए अब भी bad नहीं है।,0,[],[]
575:1,मैं amazed था कि delivery कितनी fast थी।,1,['delivery'],['positive']
373:0,Fast और अच्छा computer है।,0,[],[]
165:1,मैंने इसमें additional SSD और 16Gb RAM install किया है।,2,"['SSD', '16Gb RAM']","['neutral', 'neutral']"
972:1,Memory चली गई थी और यह use होने में able नहीं था।,1,['Memory'],['negative']
505:1,यह थोड़ा बहुत fire होता है और चलता है।,0,[],[]
796:1,यह बहुत अच्छा work करता है और मैं बहुत happy हूं कि मैंने इसे buy किया।,1,['work'],['positive']
275:1,मुझे यह कहकर start करने दें कि मैं laptop पर इतना money spend करने के लिए highly reluctant था।,0,[],[]
1138:1,"मुझे keyboard, बहुत सारे ports के साथ design और use में ease पसंद है।",3,"['design', 'keyboard', 'ports']","['positive', 'positive', 'positive']"
230:1,"Apple mini के साथ अपने name पर जी रहा है और, हमारी needs के लिए, यह perfect है।",0,[],[]
322:1,यह definitely मेरे old mac को beat करता है और service great थी।,1,['service'],['positive']
206:1,मैं एक Macbook से इस Mac Mini में गया और यह एक great upgrade था!,0,[],[]
16:2,Safari browser के साथ Web browsing बहुत तेज है।,2,"['Web browsing', 'Safari browser']","['positive', 'positive']"
665:1,यह एक better decision नहीं हो सकता था।,0,[],[]
481:1,मुझे night में lighted screen पसंद है।,1,['lighted screen'],['positive']
23:1,Living room में एक solid Mac होना बहुत अच्छा है।,0,[],[]
948:1,इसे use करना वास्तव में easy है और यह start up में quick है।,2,"['use', 'start up']","['positive', 'positive']"
307:1,मैं crashes और slow operation और restarts के साथ रहा हूं।,1,['operation'],['negative']
793:12:00,बहुत light है और आसानी से मिल जाने वाला है।,0,[],[]
34:19:00,USB3 Peripherals ThunderBolt की तुलना में noticeably कम खर्चीला है।,2,"['USB3 Peripherals', 'ThunderBolt']","['positive', 'negative']"
1065:42:00,यह पहली बार में annoying हो सकता है लेकिन आपको अभी तक start नहीं करने के लिए खुद को train करना होगा।,0,[],[]
842:1,"और मेरा break हो गया था, लेकिन मैंने इसे warranty के तहत send कर दिया था कोई problems नहीं है।",1,['warranty'],['positive']
471:1,मैं अपने purchase से happy नहीं हूं।,0,[],[]
894:1,"यह  fast, light और media editing के लिए perfect है, जो कि ज्यादातर इसलिए मैंने इसे first place में buy किया था।",1,['media editing'],['positive']
828:1,"हालांकि, machine ने खुद को desire होने के लिए थोड़ा छोड़ दिया।",0,[],[]
391:1,"जैसा advertise (15-20 minutes देना या लेना) किया गया था battery चलती है, और entire user experience बहुत elegant है।",2,"['battery', 'user experience']","['positive', 'positive']"
680:1,मैंने months अपने लिए एक good laptop की तलाश में spend किए और मैंने आखिरकार इसे found किया!,0,[],[]
799:06:00,$999.00 Tax free.,0,[],[]
949:1,Fast shipment और great price के लिए धन्यवाद।,2,"['shipment', 'price']","['positive', 'positive']"
824:1,"!Excelent performance है, usability, presentation और time response.",4,"['performance', 'usability', 'presentation', 'time response']","['positive', 'positive', 'positive', 'positive']"
999:1,Space restrictions के कारण smaller size एक bonus था।,1,['size'],['positive']
34:10:00,मैं Mac OS को blame करता हूं।,1,['Mac OS'],['negative']
799:04:00,"लेकिन अभी के लिए, यह laptop अभी भी एक workhorse है।",0,[],[]
456:1,"वास्तव में मैं अभी भी बहुत सारे Legacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc) का use करता हूँ!",5,"['Legacy programs', 'Appleworks', 'FileMaker Pro', 'Quicken', 'Photoshop']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
450:1,"यह small लेकिन powerful है, light लेकिन strong है, elegant और beautiful है ... संक्षेप में: यह एक Mac है!",0,[],[]
708:1,मुझे operating system पसंद है।,1,['operating system'],['positive']
788:56:00,मैं wish करता हूं कि मैंने सोलों पहले plunge ले लिया होता।,0,[],[]
376:1,मुझे form factor पसंद है।,1,['form factor'],['positive']
806:1,मैंने detailed technical review लिखने के लिए product का पर्याप्त use नहीं किया है।,0,[],[]
201:1,यह loading the internet में तेज़ है।,1,['loading the internet'],['positive']
763:1,Looking बहुत ज्यादा faster और sleeker है।,1,['Looking'],['positive']
795:43:00,मैं long time के लिए अपने MacBook Pro का use करने का plan बना रहा हूं।,0,[],[]
962:1,"Unfortunately, यह XP run करता है और Microsoft next April से support drop कर रहा है।",2,"['XP', 'support']","['neutral', 'negative']"
375:1,"Movies में देखा गया है, sitcoms, prominent important people उन्हें carry और use करते हैं और वे बढ़िया हैं!",0,[],[]
281:1,"सबसे पहले, मैं वास्तव में अपने MBP को पसंद करता हूं ... एक बार OS का used to हो जाने पर यह बहुत easy हो जाता है, और overall build great है ... उदाहरण के लिए keyboard पर type करने के लिए best है।",3,"['OS', 'overall build', 'keyboard']","['positive', 'positive', 'positive']"
1108:1,Exactly वही करता है जिसके लिए मैंने इसे buy किया था।,0,[],[]
99:1,Mac Mini buy करें यह एक terribly बढ़िया machine है।,0,[],[]
926:1,यह solid construction से बना है और चूकि मेरे पास कभी Mac नहीं रहा है अपना iPhone use कर रहा हूं जिससे system के लिए used to होने में थोड़ी help मिली।,2,"['construction', 'system']","['positive', 'neutral']"
673:1,"मुझे equipment का यह piece पसंद है, MacBook Pro का use करने के बाद अन्य type के laptop पर वापस जाना hard होगा।",0,[],[]
829:1,Unibody construction बहुत बढ़िया है।,1,['Unibody construction'],['positive']
473:1,Apple से बहुत disappoint हूं।,0,[],[]
318:1,"यह Macbook Pro fast, powerful है, और runs super quiet और cool है।",1,['runs'],['positive']
36:32:00,"*** Review below अब relevant नहीं है, Apple ने इस issue को fix कर दिया है।",0,[],[]
810:37:00,"यह ठीक है, लेकिन एक disk drive नहीं है, जिसे मैं इसे buy करने के बाद तक नहीं जानता था।",1,['disk drive'],['neutral']
42:03:00,"कोई HDMI receptacle नहीं है, न ही device पर कहीं भी SD card slot located है।",2,"['HDMI receptacle', 'SD card slot']","['neutral', 'neutral']"
800:1,यह वास्तव में अन्य computers के compare में बहुत light है।,0,[],[]
758:1,यह brand new में आया और बहुत अच्छे से work करता है।,1,['work'],['positive']
798:23:00,यह machine Amazing है।,0,[],[]
355:1,"ऐसा नहीं होना चाहिए, मेरे पास कोई design app open या कुछ भी नहीं है।",1,['design app'],['neutral']
335:0,मेरा TRACKPAD WORK नहीं कर रहा है।,1,['TRACKPAD'],['negative']
787:06:00,मैं बस hope करता हूं कि यह expensive laptop मेरे friends की तरह का dead न हो ...यह खराब होने से थोड़ा पहले 5 good years तक चला था।,0,[],[]
674:1,दूसरे computer को consider करते हुए question से बाहर होना चाहिए,0,[],[]
706:1,यह एक flawless finish के साथ solid looks और feels होता है।,3,"['finish', 'looks', 'feels']","['positive', 'positive', 'positive']"
697:13:00,यह एक-एक Penny के लायक है।,0,[],[]
671:1,जब मैं इस product को buy करता हूं तो PC पर show किए जाने वाले price की तुलना में MAC पर buy किए जाने पर price high होता है।,2,"['price', 'price']","['negative', 'positive']"
799:00:00,Decked out MacBook Pro के लिए यह एक great deal था,0,[],[]
460:1,तब system कई बार forced power-off के बिना power down नहीं करेगा।,2,"['system', 'power down']","['negative', 'negative']"
985:1,"इसके बजाय इसे लें, आपको sorry महसूस नहीं होगा।",0,[],[]
798:03:00,Configuration मेरी needs के लिए perfect है।,1,['Configuration'],['positive']
1171:1,और अब तक के worst speakers हैं। ,1,['speakers'],['negative']
791:00:00,मुझे लगता है कि यह लगभग 16 hundred bucks था जब मैंने check किया था।,0,[],[]
515:1,"यह best है, इसने looks पाया है, use करने में super easy है और सब पसंद है जो आप trackpad के साथ कर सकते हैं!",3,"['looks', 'use', 'trackpad']","['positive', 'positive', 'positive']"
12:1,"यह अन्य Mac models के compare में fast, quiet, incredibly small और affordable है।",0,[],[]
793:38:00,Web surfing smooth और seamless है।,1,['Web surfing'],['positive']
798:39:00,मेरे लिए अपने new mac को unwrapp करना बहुत exciting था।,0,[],[]
520:2,मैं कुल मिलाकर interface और इस product की portability से pleased हूं।,2,"['interface', 'portability']","['positive', 'positive']"
496:1,"इसलिए जब मेरे पास buy करने के लिए money था, तो मैंने इसके बजाय अन्य चीजें buy कीं .... एक 700 laptop और कुछ अतिरिक्त stuff.",0,[],[]
952:1,"यह item एक beautiful piece है, यह अच्छी तरह से work करता है, इसे carry और handle करना आसान है।",3,"['work', 'carry', 'handle']","['positive', 'positive', 'positive']"
1135:1,वह हाल ही में retire हुई और उसने decide किया कि उसे एक laptop चाहिए।,0,[],[]
394:1,यह hardware (keyboard) के issues से भी suffer कर रहा है जो कि अपेक्षाकृत slow performance और shortening battery lifetime था।,3,"['performance', 'battery lifetime', 'hardware (keyboard)']","['negative', 'negative', 'negative']"
36:39:00,"मैं कोई regular customer नहीं हूं, मुझे अपना time hello और  मैं आपकी help कैसे कर सकता हूं के साथ waste करने से नफरत है। ",0,[],[]
526:1,"अच्छा run करता है और job करता है, उसके बारे में complaint नहीं कर सकता!",1,['run'],['positive']
25:1,यह silent है और मेरी desk पर एक बहुत small footprint है।,1,['footprint'],['positive']
947:1,मुझे इस new product से कोई regret नहीं है।,0,[],[]
379:1,The exterior पूरी तरह से gorgeous है।,1,['exterior'],['positive']
1072:1,खुद से लिया और यह पसंद है।,0,[],[]
1140:1,"इसका performance बहुत high है, बस इसलिए मुझे need थी।",1,['performance'],['positive']
49:13:00,यह विशेष रूप से disheartening है जब Apple creative professionals की choice के रूप में खुद पर pride करता है।,0,[],[]
204:1,Apple इस issue से aware है और यह या तो old stock है या intel 4000 graphics chipset से युक्त एक defective design है।,2,"['intel 4000 graphics chipset', 'design']","['neutral', 'neutral']"
405:1,"Stone age में रहना stop करो और एक mac buy करो, आप बिलकुल भी sorry महसूस नहीं करोगे !!",0,[],[]
32:46:00,OSX Mountain Lion जल्द ही Mavericks में upgrade करने को है।,2,"['OSX Mountain Lion', 'Mavericks']","['neutral', 'neutral']"
548:1,Apple ने यहां एक home run hit किया।,0,[],[]
797:53:00,"मैंने अभी new MacBook Pro, 13"" model buy किया, और मैं believe नहीं कर सकता कि Apple USB ports के संबंध में एक ही mistake कर रहा है।",1,['USB ports'],['negative']
596:1,बहुत glad हूं मैं इस route से गया। ,0,[],[]
898:3,Lid open करने पर यह एक second से भी कम समय में wakes करता है।,2,"['Lid', 'wakes']","['neutral', 'positive']"
860:1,यह मेरे लिए perfect size और speed है।,2,"['size', 'speed']","['positive', 'positive']"
695:1,मैं इस laptop का बहुत addict हूं।,0,[],[]
555:1,CUSTOMER SERVICE TERRIFIC है।,1,['CUSTOMER SERVICE'],['positive']
1007:1,एक cafe में writing करते समय जब मैंने उस पर एक latte spill किया तो trash कर दिया।,0,[],[]
959:1,"मेरा last laptop एक 17"" ASUS gaming machine था, जो admirably perform करता था, लेकिन जब से मैंने अपना desktop built किया है और वास्तव में college life में settle हो गया हूं, तो मैंने पाया कि मैं खुद को smaller और less cumbersome दिखाना चाहता था, यह mention नहीं करने के लिए कि जब से मैंने इसे लगभग 4 years पहले buy किया था ASUS slowly problems को develop कर रहा था ।",1,['perform'],['positive']
908:1,"हालाँकि, इसमें कोई scratches नहीं थी, ZERO battery cycle count हुआ (काफी surprised हूं), और सभी hardware एकदम सही से work कर रहे थे।",2,"['battery cycle count', 'hardware']","['positive', 'positive']"
181:1,OS के साथ चारों ओर fumbling के बाद मैंने एक fix के लिए internet पर searching start की और found किया कि issue कई forums पर fix हो रही है।,1,['OS'],['negative']
1029:1,मैं ज्यादा pleased नहीं हो सकता।,0,[],[]
790:13:00,और सभी fancy finger swipes के लिए - मैंने बस give up कर दिया और एक mouse attach कर दिया।,2,"['finger swipes', 'mouse']","['negative', 'neutral']"
447:1,"मुझे big storage, nice और fast screen के साथ एक laptop की need थी, ताकि मैं बिना किसी problem के photoshop कर सकूं।",3,"['storage', 'screen', 'photoshop']","['neutral', 'neutral', 'neutral']"
928:1,मुझे Mac OS पर वापस आना पसंद है लेकिन मेरे $ 400 old HP laptop की तुलना में इस laptop में speaker quality lacking है।,2,"['Mac OS', 'speaker quality']","['positive', 'negative']"
739:1,यह  Acer ultrabook से काफी better है  जो पहले मेरे पास था।,0,[],[]
776:1,बहुत quickly और safely shipped कर दिया।,1,['shipped'],['positive']
35:36:00,मैं अंत में computing equipment का एक piece own किया जो कि मैं नहीं चाहता कि एक baseball bat लूं और destroy कर दूं।,0,[],[]
796:28:00,Thunderbolt port बहुत बढ़िया है।,1,['Thunderbolt port'],['positive']
877:1,"User friendly, fast और high tech है यह शानदार है।",0,[],[]
691:1,Performance definitely किसी भी computer से better हैं जो मैंने कभी भी अपने हाथों से छूए हैं।,1,['Performance'],['positive']
242:1,यह streaming video और अन्य entertainment uses के लिए बहुत अच्छा है।,2,"['streaming video', 'entertainment uses']","['positive', 'positive']"
797:06:00,Apple ने बढ़िया काम किया है।,0,[],[]
567:1,मुझे  design और इसके features पसंद हैं लेकिन मुझे लगता है कि कुछ improve करने की need है।,2,"['design', 'features']","['positive', 'positive']"
507:1,Mac office के साथ small problems थीं।,1,['Mac office'],['negative']
118:1,यह extremely fast और बहुत compact है।,0,[],[]
579:1,मैं समझता हूं कि मुझे किसी भी  variables के बारे में Apple Tech Support को call करना चाहिए (जो कि इस con को लिखने का मेरा purpose है) क्योंकि  variables future की एक बड़ी problem हो सकते हैं।,1,['Apple Tech Support'],['neutral']
19:0,"मैंने new 27"" Imacs के spec  से disappoint होने के बाद अपना 2012 mac mini order किया।",1,['spec'],['negative']
341:1,"यह अभी भी work करता है और यह बहुत user friendly है, इसलिए मैं इसे new computer user को recommend करुंगा और उन लोगों के लिए भी जो चीजों को करने के लिए अधिक efficient way की तलाश कर रहे हैं",1,['work'],['positive']
816:1,"यह fast है, use करने में easy है और looks great है।",2,"['use', 'looks']","['positive', 'positive']"
1075:1,(लेकिन Office purchase किया जा सकता है) अगर मुझे कभी भी एक laptop की need होती है तो मैं sure एक और Toshiba purchase करुंगा!!,1,['Office'],['neutral']
689:1,मैं retina display के साथ इसे try नहीं किया है ... शायद future में।,1,['retina display'],['neutral']
92:1,आप इस marvelous computer के लगभग सभी details wikipedia पर read कर सकते हैं।,0,[],[]
313:1,"Pro पर performance बहुत better है, खासकर यदि आप इस पर एक SSD install करते हैं।",2,"['performance', 'SSD']","['positive', 'positive']"
286:1,"ध्यान दें, हालाँकि, आपके पास existing कोई भी MagSafe accessories, MagSafe 2 connection के साथ work नहीं करेगा।",2,"['MagSafe accessories', 'MagSafe 2 connection']","['neutral', 'negative']"
296:1,"यदि आपको एक lemon मिलता है (मेरे पास मेरे Macs के two thirds हैं), तो आपको repairs के लिए कई बार send करना होगा इससे पहले कि वे इसे replace कर दें, भले ही उनके computer के एक ही version के साथ कई problems हों।",0,[],[]
1074:1,"केवल एक चीज जो मुझे नापसंद है वह है touchpad, बहुत time तक unresponsive रहता है और वो करता है जो मैं इससे चाहता भी नहीं, मैं इसके साथ एक mouse use करने के लिए recommend करुंगा।",2,"['touchpad', 'mouse']","['negative', 'neutral']"
393:0,"हाँ, यह super expensive है।",0,[],[]
202:1,"Mac mini मेरे old computer से लगभग 8x smaller है जो एक बहुत बड़ा bonus है और बहुत quiet run करता है, वास्तव में fans मेरे old pc से अलग audible नहीं हैं",2,"['run', 'fans']","['positive', 'positive']"
414:1,"शायद Mac OS improvement वे product नहीं थे, जिन्हें वे offer करना चाहते हैं।",1,['Mac OS'],['negative']
645:1,यह उस दिन से पहले आया था जब यह suppose किया गया था जो कि great है।,0,[],[]
800:27:00,मुझे लगा कि transition सबसे difficult होगा और new Mac ecosystem के साथ खुद को fully familiarize होने में कुछ time लगेगा।,1,['Mac ecosystem'],['neutral']
533:1,यह बिल्कुल wonderful है और price के लायक है!,1,['price'],['positive']
800:46:00,मेरे opinion में यह एक अच्छा fix है।,0,[],[]
1131:1,मैं products के use में ease के साथ please हूँ; box से बाहर appearance और functionality ready है।,3,"['use', 'appearance', 'functionality']","['positive', 'positive', 'positive']"
262:1,एक Mac Mini खरीदना मुझे transition करना allow करेगा।,0,[],[]
271:1,"Begin करने से पहले, मैं कहूंगा कि मैं उन good percentage वाले people की तरह नहीं हूं जो इस computer पर एक reviev writing end up कर देंगे - मैं एक Apple fan नहीं हूं।",0,[],[]
788:1,यह मेरे PC से कहीं अधिक fast और अधिक stable है।,0,[],[]
191:1,मैंने एक MacBook Pro purchase किया है और यह HP units के एक couple को replace करने के लिए है जो मैं use कर रहा था।,0,[],[]
793:57:00,"आप इसका regret नहीं करेंगे, आपसे promise करता हूँ!",0,[],[]
40:1,"एक PC से Mac पर move करना कभी easy नहीं रहा, और मै glad हूं कि मैंने ऐसा किया।",0,[],[]
662:1,मेरे सभी graphic design classes के लिए perfect है मैं इस year college में ले जा रहा हूं :-),1,['graphic design'],['positive']
205:1,Years तक केवल Macs use किया है।,0,[],[]
365:0,"एक tech savvy, APPLE - product loving person होने के नाते, मैं glad हूं कि मुझे अंततः MacBook Pro मिला!",0,[],[]
554:1,"मैं हमेशा उनके against था, लेकिन अब मैं एक buy कर रहा हूं, मैं कभी PC पर वापस नहीं जाऊंगा।",0,[],[]
810:33:00,मैं फिर से उस slot का use नहीं करूंगा।,1,['slot'],['negative']
810:1,मुझे लगता है कि यह buy करने का एक great decision था,0,[],[]
289:5,"OS fast और gluid है, सब कुछ organized है और यह सिर्फ beautiful है।",1,['OS'],['positive']
931:1,"यह next semester में life को बहुत easy बना देगा, बस मैं wish करता हूं कि यह last semester मेरे साथ होता!!",0,[],[]
274:1,"मैंने एक new laptop के लिए pay किया, लेकिन एक use किया हुआ send किया गया है।",0,[],[]
1105:1,इसे amazon और best buy पर search किया गया है।,0,[],[]
409:1,मैंने इसे अपने 11 years old और MacBook Air को अपने 9 years old के लिए buy किया है।,0,[],[]
849:1,मैंने इसे college के लिए buy किया था और अब तक यह amazing है!,0,[],[]
843:3,वे use करने में simple हैं।,1,['use'],['positive']
802:05:00,यह 24 hours से भी कम समय में मेरे door पर था।,0,[],[]
693:1,"यह बहुत pricey भी है, लेकिन आपको बस अपने आप को यह बताना होगा कि यह एक investment है और यह आपका long time तक चलने वाला है।",0,[],[]
472:1,यह old हो रहा था और मुझे एक new school computer की need थी।,0,[],[]
938:1,बहुत nice .. stable .. fast  है .. अब मुझे मेरा SSD मिल गया!,1,['SSD'],['positive']
909:1,मुझे apple बहुत पसंद है लेकिन दूसरों से अलग जो मुझे इस बारे में honest नहीं होने से prevent करता है कि मैं इसे कैसे पसंद करता हूं और यह अच्छा है या नहीं।,0,[],[]
290:1,इसलिए मैं Mac buy पर cool हूं।,0,[],[]
15:1,यह उसके लिए एक great computer है और मुझे यह कहना होगा कि मैं happy हूं कि मैंने switch किया।,0,[],[]
968:5,"Built-in camera use करते हुए भी, मेरे vlog के लिए मेरी voice recording ""Star Wars"" saga में interplanetary transmissions की तरह लगती है।",2,"['Built-in camera', 'voice recording']","['neutral', 'negative']"
421:1,कुल मिलाकर एक nice computer है।,0,[],[]
922:1,"आप imagine कर सकते हैं कि laptop जैसी expensive item आपके front steps पर नहीं छोड़ी जाएगी, यह prove करने के लिए signature की need है कि आपने इसे receive किया।",0,[],[]
41:22:00,मुझे quick start up पसंद है।,1,['start up'],['positive']
41:13:00,"हां, वह एक self profess ""Mac snob है।",0,[],[]
294:0,आप बस Apple device की functionality को beat नहीं कर सकते।,1,['functionality'],['positive']
547:17:00,फिर भी मेरा mac properly function करता है।,1,['function'],['positive']
463:9,Graphics बहुत improve हुआ है।,1,['Graphics'],['positive']
275:7,"यहां वे चीजें हैं जो मुझे अपनी purchase के साथ confident देती हैं : Build Quality - Seriously, आप unibody construction को beat नहीं कर सकते हैं।",2,"['Build Quality', 'unibody construction']","['positive', 'positive']"
868:1,यह mid 2012 version है,0,[],[]
286:3,यह  flexibility for connectivity अधिक provide करता है।,1,['flexibility for connectivity'],['positive']
807:15:00,मैं tablet की limitations के बिना tablet की portability चाहता हूं और यही से यह laptop चलन में आता है।,1,['portability'],['positive']
721:1,"मेरे साथ past में PC के साथ कई, कई issues हैं और मैं अंत में glad हूं कि मैंने Mac revolution join किया है।",0,[],[]
31:52:00,Mac tutorials मदद करता है।,1,['Mac tutorials'],['positive']
1031:1,जब यह break हो गया तो मैं एक और Acer चाहता था और V5 को choose किया।,0,[],[]
1069:37:00,Technical support भी helpful नहीं थी।,:,['Technical support'],['negative']
1069:13:00,मुझे new adapter मिला और कोई change नहीं हुआ।,1,['adapter'],['neutral']
1069:14:00,इसलिए मैंने technical support को call किया।,1,['technical support'],['neutral']
740:1,"इसके बारे में ऐसा कुछ भी नहीं है जो मैं पसंद नहीं करता, apple हमेशा एक great product बनाता है।",0,[],[]
820:1,"मैंने Amazon पर $100 से अधिक tax order करने से बचा लिया और जब से मैंने prime किया है, यह केवल $3.99 अधिक पर overnight आ गया।",0,[],[]
32:06:00,iPhoto के साथ आता है और garage band पहले से ही loaded है।,2,"['iPhoto', 'garage band']","['neutral', 'neutral']"
32:57:00,यह सब थोड़ा magical है।,0,[],[]
26:4,"Logic board पूरी तरह से fried हुआ, cried हुआ, और नीचे laid हुआ और died।",1,['Logic board'],['positive']
293:8,It is BLAZING fast!,0,[],[]
