review_text,sentiment,language_mix,rating,review_id,product_id,category,platform,review_length_chars,estimated_tokens,will_be_truncated
"Myntra se Denim Jeans liya, size perfect tha aur fabric lightweight. Delivery late thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_006263,PROD0006263,Fashion,Myntra,125,26,False
"Pressure Cooker ka performance excellent hai, price mehenga tha. Return replace helpful tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_000401,PROD0000401,Electronics,Amazon,125,25,False
"Bluetooth Speaker ka performance theek tha, price affordable. Warranty return helpful tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_002556,PROD0002556,Home,Flipkart,113,22,False
it delivered today and today i read near 40 pages best book for beginners for clarity of answer writingthank you upsc guide and also thank you shrushti mam,positive,english,4,ENG_029271,ENGSRC029271,General,Unknown,155,39,False
battery drain very fast within 30 min on high volume also build quality is not good,positive,english,4,ENG_002245,ENGSRC002245,General,Unknown,83,22,False
bad quality item there is no bass it has only voice dont buy this,positive,english,4,ENG_022516,ENGSRC022516,General,Unknown,65,19,False
"Chennai me Swiggy ka order diya Veg Thali. Quantity kam thi, garam aaya. Phir bhi recommend karunga.",positive,hindi_english,4,REV_008915,PROD0008915,General,Unknown,100,23,False
"Delhi me Swiggy ka order diya Margherita Pizza. Quantity kam thi, thik temperature. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_010407,PROD0010407,Food,Swiggy,121,25,False
"Chennai me Swiggy ka order diya Veg Thali. Quantity sahi thi, thanda pohoch gaya. Must try.",negative,hindi_english,1,REV_012951,PROD0012951,Food,Swiggy,91,22,False
"Electric Kettle ka performance below average hai, price reasonable. Return replace slow tha. Nahi lena chahiye tha.",negative,hindi_english,2,REV_008803,PROD0008803,Home,Amazon,125,25,False
mixie is looking good working well all jars are useful juicer extracts juices well only thing sound is little high butterfly packing box is very low class carton box black and white print and poor carton box which makes us think if its original product or duplicate flipkart packing over that box is good and service by flipkart is good good product for this price,positive,english,4,ENG_015301,ENGSRC015301,General,Unknown,364,91,False
"Mixer Grinder ka performance theek hai, price zyada tha. Return replace helpful tha. Disappointed ho gaya.",positive,hindi_english,4,REV_004393,PROD0004393,General,Unknown,106,22,False
"Track Pants ki stitching average hai, color thoda fade. Exchange return slow tha. Overall theek hai.",negative,hindi_english,2,REV_007238,PROD0007238,Fashion,Myntra,100,22,False
"Face Wash ka result visible mila, fragrance mild. Price zyada tha. Nahi lena chahiye tha.",positive,hindi_english,4,REV_007874,PROD0007874,General,Unknown,89,21,False
"Restaurant se Veg Pulao order kiya via Zomato. Portion kaafi tha, thik temperature. Must try.",positive,hindi_english,4,REV_005586,PROD0005586,General,Unknown,93,21,False
"Desk Lamp ka performance excellent hai, price zyada tha. Return replace helpful tha. Nahi lena chahiye tha.",positive,hindi_english,4,REV_006934,PROD0006934,General,Unknown,107,23,False
"Price reasonable tha, Anarkali Dress overall paisa wasool. Nahi lena chahiye tha.",positive,hindi_english,5,REV_007730,PROD0007730,General,Unknown,81,16,False
"Conditioner ka result visible mila, fragrance strong. Price zyada tha. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_006203,PROD0006203,Beauty,Nykaa,108,21,False
"Ahmedabad me Swiggy ka order diya Paneer Tikka. Quantity kam thi, thik temperature. Value for money.",negative,hindi_english,1,REV_008525,PROD0008525,Food,Swiggy,100,22,False
"Price mehenga tha tha, Formal Shirt overall great value. Disappointed ho gaya.",negative,hindi_english,1,REV_000469,PROD0000469,Fashion,Myntra,78,16,False
"Face Wash ka result average mila, fragrance strong. Price reasonable. Must try.",positive,hindi_english,5,REV_004349,PROD0004349,General,Unknown,79,16,False
"Restaurant se Chicken Shawarma order kiya via Zomato. Portion sahi tha, thik temperature. Value for money.",neutral,hindi_english,3,REV_004837,PROD0004837,Food,Zomato,116,23,False
"Amazon pe Desk Lamp purchase kiya, build badhiya hai. Packaging kharab thi, delivery bahut fast thi. Must try.",positive,hindi_english,4,REV_009723,PROD0009723,General,Unknown,110,25,False
product is very nice quality is good sling chain is heavy and comfortable,positive,english,4,ENG_010950,ENGSRC010950,General,Unknown,73,18,False
"Powerbank ka performance excellent tha, price reasonable. Warranty return slow tha. Disappointed ho gaya.",negative,hindi_english,1,REV_002763,PROD0002763,Home,Flipkart,115,21,False
Paneer Tikka ka flavour rich tha. Zomato delivery late thi. Nahi lena chahiye tha.,neutral,hindi_english,3,REV_000688,PROD0000688,Food,Zomato,92,21,False
"Swiggy se Rajma Chawal order kiya, taste spicy tha, delivery on time thi. Packaging kharab thi. Disappointed ho gaya.",positive,hindi_english,4,REV_000054,PROD0000054,General,Unknown,117,26,False
"Amazon pe Hair Dryer purchase kiya, build flimsy hai. Packaging kharab thi, delivery bahut fast thi. Overall theek hai.",negative,hindi_english,2,REV_004995,PROD0004995,Kitchen,Amazon,119,26,False
"Amazon pe Trimmer purchase kiya, build flimsy hai. Packaging theek thi, delivery bahut fast thi. Nahi lena chahiye tha.",negative,hindi_english,1,REV_005679,PROD0005679,Kitchen,Amazon,119,26,False
"Zomato pe Vada Pav mangwaya, bland. Delivery bahut fast thi thi, packaging sahi thi. Value for money.",neutral,hindi_english,3,REV_011200,PROD0011200,Food,Zomato,101,23,False
"Amazon pe Mixer Grinder purchase kiya, build badhiya hai. Packaging theek thi, delivery late thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_008950,PROD0008950,Home,Amazon,135,28,False
"Flipkart se Bluetooth Speaker liya, quality flimsy. Delivery on time thi, packaging sahi thi. Must try.",positive,hindi_english,4,REV_002938,PROD0002938,General,Unknown,103,22,False
Hakka Noodles ka flavour balanced tha. Zomato delivery on time thi. Nahi lena chahiye tha.,neutral,hindi_english,3,REV_006941,PROD0006941,Food,Zomato,90,21,False
"Zomato pe Chole Bhature mangwaya, theek thaak. Delivery late thi thi, packaging kharab thi. Must try.",neutral,hindi_english,3,REV_003245,PROD0003245,Food,Zomato,111,23,False
"Flipkart se Steam Iron liya, quality average. Delivery on time thi, packaging theek thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_005396,PROD0005396,Kitchen,Flipkart,111,25,False
perfect product nd with cover and good original milton water thanks,positive,english,4,ENG_033419,ENGSRC033419,General,Unknown,67,15,False
"Kajal ka result decent mila, fragrance mild. Price mehenga tha. Overall theek hai.",neutral,hindi_english,3,REV_012519,PROD0012519,Beauty,Nykaa,82,18,False
"Restaurant se Chole Bhature order kiya via Zomato. Portion kaafi tha, thik temperature. Overall theek hai.",neutral,hindi_english,3,REV_011432,PROD0011432,Food,Zomato,116,23,False
"Hair Oil ka result decent mila, fragrance pleasant. Price zyada tha. Disappointed ho gaya.",positive,hindi_english,4,REV_012354,PROD0012354,General,Unknown,90,19,False
"Hyderabad me Swiggy ka order diya Paneer Tikka. Quantity kaafi thi, garam aaya. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_008584,PROD0008584,Food,Swiggy,112,25,False
"Kolkata me Swiggy ka order diya Cheeseburger. Quantity kaafi thi, thanda pohoch gaya. Overall theek hai.",negative,hindi_english,2,REV_010683,PROD0010683,Food,Swiggy,104,22,False
"Electric Kettle ka performance excellent tha, price reasonable. Warranty return slow tha. Must try.",negative,hindi_english,2,REV_010156,PROD0010156,Electronics,Flipkart,99,19,False
i got in 727 in big billion good product in really cheap price,positive,english,4,ENG_037241,ENGSRC037241,General,Unknown,62,18,False
"Formal Shirt ki stitching solid hai, color thoda fade. Exchange return slow tha. Overall theek hai.",positive,hindi_english,5,REV_002974,PROD0002974,General,Unknown,99,22,False
"Track Pants ki stitching average hai, color as shown. Exchange return theek tha. Value for money.",neutral,hindi_english,3,REV_011425,PROD0011425,Fashion,Myntra,97,22,False
"Nykaa se Shampoo liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Must try.",neutral,hindi_english,3,REV_010354,PROD0010354,Beauty,Nykaa,114,28,False
"Flipkart se Hair Dryer liya, quality flimsy. Delivery late thi, packaging sahi thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_000240,PROD0000240,Electronics,Flipkart,106,23,False
"Myntra se Formal Shirt liya, size thoda tight tha aur fabric thick. Delivery on time thi. Must try.",negative,hindi_english,2,REV_005126,PROD0005126,Fashion,Myntra,99,25,False
"Allergic reaction nahi hua, texture runny. Nykaa service theek tha. Overall theek hai.",neutral,hindi_english,3,REV_000974,PROD0000974,Beauty,Nykaa,96,19,False
"Myntra se Running Shoes liya, size thoda tight tha aur fabric rough. Delivery late thi. Must try.",neutral,hindi_english,3,REV_008396,PROD0008396,Fashion,Myntra,107,25,False
"Steam Iron ka performance mast tha, price affordable. Warranty return helpful tha. Must try.",positive,hindi_english,4,REV_003467,PROD0003467,General,Unknown,92,19,False
"Swiggy se Gulab Jamun order kiya, taste theek thaak tha, delivery on time thi. Packaging sahi thi. Phir bhi recommend karunga.",negative,hindi_english,1,REV_004390,PROD0004390,Food,Swiggy,136,30,False
writing review after using it for 1 month1 best purifier 2 super silent at low mode makes fan noise at high speed but not an issue as i use it at low mode3 for connecting it to mobile u need to be rajanikant very difficult to connect tried everything bluetoothrouter hotspotwifi but not user friendly4 display is just a digital regulator can be made more userfriendly n more settings should have been given than that those given in app5 purifier suction is from 3 side whic,positive,english,4,ENG_027597,ENGSRC027597,General,Unknown,473,120,False
"Price affordable tha, Denim Jeans overall paisa wasool. Overall theek hai.",neutral,hindi_english,3,REV_011990,PROD0011990,Fashion,Myntra,84,16,False
"Trimmer ka performance excellent tha, price reasonable. Warranty return helpful tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_003001,PROD0003001,Kitchen,Flipkart,116,21,False
"Track Pants ki stitching flimsy hai, color thoda fade. Exchange return slow tha. Value for money.",neutral,hindi_english,3,REV_007429,PROD0007429,Fashion,Myntra,97,22,False
i really loved the sound quality of this soundbar it is easily connected to any device i use it with my tv to watch movies having an awesome experience value for money product,positive,english,4,ENG_022682,ENGSRC022682,General,Unknown,175,46,False
"Price mehenga tha tha, Formal Shirt overall disappointing. Phir bhi recommend karunga.",positive,hindi_english,4,REV_005271,PROD0005271,General,Unknown,86,16,False
"Flipkart se Electric Kettle liya, quality flimsy. Delivery on time thi, packaging leak-proof thi. Value for money.",positive,hindi_english,5,REV_006635,PROD0006635,General,Unknown,114,23,False
"Amazon pe Electric Kettle purchase kiya, build badhiya hai. Packaging theek thi, delivery late thi. Overall theek hai.",negative,hindi_english,1,REV_002849,PROD0002849,Home,Amazon,118,25,False
"LED Bulb Pack ka performance below average tha, price mehenga tha. Warranty return helpful tha. Disappointed ho gaya.",negative,hindi_english,2,REV_012050,PROD0012050,Electronics,Flipkart,117,25,False
"Amazon pe Trimmer purchase kiya, build flimsy hai. Packaging leak-proof thi, delivery bahut fast thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_006134,PROD0006134,Kitchen,Amazon,129,26,False
"Myntra se Kurta Set liya, size loose tha aur fabric lightweight. Delivery late thi. Overall theek hai.",neutral,hindi_english,3,REV_010762,PROD0010762,Fashion,Myntra,102,23,False
"Trimmer ka performance below average tha, price reasonable. Warranty return theek tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_008099,PROD0008099,Kitchen,Flipkart,119,23,False
"Face Wash ka result visible mila, fragrance strong. Price mehenga tha. Overall theek hai.",positive,hindi_english,5,REV_004860,PROD0004860,General,Unknown,89,19,False
"Flipkart se Mixer Grinder liya, quality flimsy. Delivery late thi, packaging sahi thi. Nahi lena chahiye tha.",positive,hindi_english,5,REV_010591,PROD0010591,General,Unknown,109,23,False
"Price mehenga tha tha, Sneakers overall paisa wasool. Overall theek hai.",neutral,hindi_english,3,REV_009495,PROD0009495,Fashion,Myntra,72,15,False
"Swiggy se Masala Dosa order kiya, taste bland tha, delivery on time thi. Packaging theek thi. Value for money.",neutral,hindi_english,3,REV_011090,PROD0011090,Food,Swiggy,110,26,False
nice productexcellent performance superb service by eurodomovalue for money productthanks flipkart for this amazing chimney,positive,english,4,ENG_003296,ENGSRC003296,General,Unknown,123,21,False
good really good really really good really really really good buy this product im happy thanks flipkart,positive,english,4,ENG_012412,ENGSRC012412,General,Unknown,103,23,False
"Track Pants ki stitching solid hai, color vibrant. Exchange return slow tha. Must try.",positive,hindi_english,4,REV_001154,PROD0001154,General,Unknown,86,19,False
"Moisturizer ka result visible mila, fragrance none. Price affordable. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_010183,PROD0010183,Beauty,Nykaa,97,18,False
"Kajal ka result average mila, fragrance pleasant. Price zyada tha. Phir bhi recommend karunga.",positive,hindi_english,5,REV_004007,PROD0004007,General,Unknown,94,19,False
"Myntra se Anarkali Dress liya, size thoda tight tha aur fabric soft. Delivery bahut fast thi. Phir bhi recommend karunga.",positive,hindi_english,5,REV_007655,PROD0007655,General,Unknown,121,28,False
"Shampoo ka result average mila, fragrance strong. Price zyada tha. Value for money.",negative,hindi_english,2,REV_006304,PROD0006304,Beauty,Nykaa,83,18,False
"Lucknow me Swiggy ka order diya Idli Sambar. Quantity sahi thi, thik temperature. Overall theek hai.",positive,hindi_english,5,REV_003317,PROD0003317,General,Unknown,100,22,False
"Sneakers ki stitching badhiya hai, color as shown. Exchange return slow tha. Value for money.",neutral,hindi_english,3,REV_007069,PROD0007069,Fashion,Myntra,103,22,False
"Amazon pe Trimmer purchase kiya, build solid hai. Packaging sahi thi, delivery late thi. Value for money.",neutral,hindi_english,3,REV_011276,PROD0011276,Electronics,Amazon,115,25,False
this collar mic is very good at cheaper rate this helps me alot to cover news videos on youtube at my channel trending uploader watch my videos to know its quality,positive,english,4,ENG_008336,ENGSRC008336,General,Unknown,163,43,False
its awesome and more over its worth to money the quality is much better than other branded tvs like samsung and lg flipkart service is too good they were delivered in time and fitted very perfectly thanks for fast delivery and good service,positive,english,4,ENG_020787,ENGSRC020787,General,Unknown,239,60,False
Hakka Noodles ka flavour balanced tha. Zomato delivery bahut fast thi. Value for money.,negative,hindi_english,1,REV_004161,PROD0004161,Food,Zomato,97,21,False
Veg Pulao ka flavour balanced tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,positive,hindi_english,4,REV_001761,PROD0001761,General,Unknown,89,21,False
product provides super comfort i loved it it is just like shown in the picture,positive,english,4,ENG_010503,ENGSRC010503,General,Unknown,78,21,False
"Hyderabad me Swiggy ka order diya Idli Sambar. Quantity kam thi, thik temperature. Disappointed ho gaya.",positive,hindi_english,5,REV_000181,PROD0000181,General,Unknown,104,22,False
"Flipkart se Electric Kettle liya, quality flimsy. Delivery bahut fast thi, packaging kharab thi. Value for money.",negative,hindi_english,1,REV_002784,PROD0002784,Kitchen,Flipkart,113,23,False
"Nykaa se Face Serum liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery bahut fast thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_011414,PROD0011414,Beauty,Nykaa,128,30,False
dear flipkart teamits a really amazing product pls go ahead for everyonevery good supplier and good package must give this type of good supplier,positive,english,4,ENG_009166,ENGSRC009166,General,Unknown,144,33,False
"Zomato pe Tandoori Roti mangwaya, spicy. Delivery bahut fast thi thi, packaging kharab thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_011401,PROD0011401,Food,Zomato,114,25,False
"Pressure Cooker ka performance theek tha, price affordable. Warranty return theek tha. Nahi lena chahiye tha.",negative,hindi_english,1,REV_009992,PROD0009992,Kitchen,Flipkart,109,22,False
"Jaipur me Swiggy ka order diya Chicken Biryani. Quantity sahi thi, thanda pohoch gaya. Overall theek hai.",neutral,hindi_english,3,REV_004632,PROD0004632,Food,Swiggy,105,23,False
"Nykaa se Shampoo liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery on time thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_008667,PROD0008667,Beauty,Nykaa,124,29,False
"Flipkart se Trimmer liya, quality badhiya. Delivery on time thi, packaging theek thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_004570,PROD0004570,Electronics,Flipkart,113,23,False
"Amazon pe Pressure Cooker purchase kiya, build badhiya hai. Packaging leak-proof thi, delivery on time thi. Overall theek hai.",positive,hindi_english,5,REV_007741,PROD0007741,General,Unknown,126,26,False
"Amazon pe Powerbank purchase kiya, build solid hai. Packaging leak-proof thi, delivery late thi. Nahi lena chahiye tha.",negative,hindi_english,1,REV_006200,PROD0006200,Electronics,Amazon,119,25,False
"Myntra se Anarkali Dress liya, size perfect tha aur fabric soft. Delivery on time thi. Must try.",negative,hindi_english,1,REV_006974,PROD0006974,Fashion,Myntra,106,25,False
"Pune me Swiggy ka order diya Cheeseburger. Quantity kaafi thi, thik temperature. Must try.",neutral,hindi_english,3,REV_007749,PROD0007749,Food,Swiggy,90,19,False
the installation person did the job really well without any fuss called well in advance before coming and everything went smoothly thank you bosch,positive,english,4,ENG_003824,ENGSRC003824,General,Unknown,146,33,False
the product is amazing writing this review after 2 days of use the length of the cord is good enough to reach all corners cleaner is easy to handle and meet the needs if planning to buy go for it,positive,english,4,ENG_024668,ENGSRC024668,General,Unknown,195,56,False
this product is good however it can be less price go ahead for bajaj product no matter the price,positive,english,4,ENG_005996,ENGSRC005996,General,Unknown,96,26,False
placed order on saturday product received on monday afternoon superfast delivary from flipkartthank you so muchthere is no connectivity issue excellent features like patchwall1screen 552body 553connectivity 554sound 355mi team done instalation on very next dayover all worth buy,positive,english,4,ENG_021521,ENGSRC021521,General,Unknown,278,53,False
"Zomato pe Butter Chicken mangwaya, spicy. Delivery bahut fast thi thi, packaging sahi thi. Nahi lena chahiye tha.",positive,hindi_english,5,REV_002700,PROD0002700,General,Unknown,113,25,False
"Restaurant se Tandoori Roti order kiya via Zomato. Portion kam tha, garam aaya. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_009909,PROD0009909,Food,Zomato,112,25,False
"LED Bulb Pack ka performance excellent tha, price mehenga tha. Warranty return theek tha. Overall theek hai.",negative,hindi_english,1,REV_007788,PROD0007788,Electronics,Flipkart,108,23,False
its not goodquality is badi used this cloth for 14 day and giving this review better to buy a single one,positive,english,4,ENG_028105,ENGSRC028105,General,Unknown,104,29,False
Veg Thali fresh tha aur Swiggy delivery on time thi thi. Price affordable. Overall theek hai.,negative,hindi_english,1,REV_011766,PROD0011766,Food,Swiggy,103,23,False
"Electric Kettle ka performance below average tha, price zyada tha. Warranty return slow tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_011123,PROD0011123,Home,Flipkart,115,25,False
"Mixer Grinder ka performance mast hai, price affordable. Return replace slow tha. Must try.",neutral,hindi_english,3,REV_009487,PROD0009487,Kitchen,Amazon,101,21,False
only 10 pink ballons and 13 white balloons i got and no 2 golden ballonsvery upset by the productthey made me fool quantity of ballons is very less,positive,english,4,ENG_030730,ENGSRC030730,General,Unknown,147,39,False
not yet used but i hope that the product will be nicebecause i trust flipkart,positive,english,4,ENG_033563,ENGSRC033563,General,Unknown,77,21,False
"Kurta Set ki stitching badhiya hai, color thoda fade. Exchange return theek tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_001204,PROD0001204,Fashion,Myntra,113,25,False
a good ball with a good quality size it is perfect and hardness is a bit more than expectedoverall a good ball,positive,english,4,ENG_012388,ENGSRC012388,General,Unknown,110,30,False
"Myntra se Hoodie liya, size thoda tight tha aur fabric rough. Delivery bahut fast thi. Must try.",neutral,hindi_english,3,REV_003485,PROD0003485,Fashion,Myntra,96,23,False
very bad offer 1 manth charging point not sport and battery backup very vad,positive,english,4,ENG_002417,ENGSRC002417,General,Unknown,75,19,False
"Trimmer ka performance theek tha, price reasonable. Warranty return theek tha. Must try.",negative,hindi_english,2,REV_012478,PROD0012478,Electronics,Flipkart,88,18,False
"Price reasonable tha, Denim Jeans overall disappointing. Disappointed ho gaya.",negative,hindi_english,1,REV_010053,PROD0010053,Fashion,Myntra,88,15,False
"Cotton T-Shirt ki stitching flimsy hai, color thoda fade. Exchange return slow tha. Value for money.",positive,hindi_english,5,REV_001892,PROD0001892,General,Unknown,100,22,False
its really good my iron is very fast and to good i request u all to buy it and its price is also in budget,positive,english,4,ENG_032358,ENGSRC032358,General,Unknown,106,35,False
"Design sleek hai, use karne me thoda complicated. Value for money.",negative,hindi_english,1,REV_000347,PROD0000347,Electronics,Flipkart,66,15,False
i made brownies for the first which came out soo perfectsuperbb thank you flipkart,positive,english,4,ENG_017720,ENGSRC017720,General,Unknown,82,19,False
Rajma Chawal fresh tha aur Swiggy delivery bahut fast thi thi. Price affordable. Overall theek hai.,neutral,hindi_english,3,REV_007608,PROD0007608,Food,Swiggy,99,22,False
reviewed after a month of usagethe product is not working within a monthcons1 juice jar is full of plastic2 very noisy while grinding3 the lid of the jars are cheap plastic,positive,english,4,ENG_015425,ENGSRC015425,General,Unknown,172,43,False
"Mixer Grinder ka performance excellent hai, price affordable. Return replace slow tha. Disappointed ho gaya.",negative,hindi_english,2,REV_004275,PROD0004275,Home,Amazon,108,21,False
"Amazon pe Bluetooth Speaker purchase kiya, build average hai. Packaging leak-proof thi, delivery late thi. Value for money.",negative,hindi_english,1,REV_005197,PROD0005197,Home,Amazon,123,25,False
"Track Pants ki stitching average hai, color thoda fade. Exchange return helpful tha. Phir bhi recommend karunga.",positive,hindi_english,5,REV_003410,PROD0003410,General,Unknown,112,23,False
"Nykaa se Conditioner liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery on time thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_004823,PROD0004823,Beauty,Nykaa,127,28,False
"Nykaa se Matte Lipstick liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery late thi. Must try.",neutral,hindi_english,3,REV_011907,PROD0011907,Beauty,Nykaa,110,26,False
"Powerbank ka performance theek tha, price reasonable. Warranty return theek tha. Must try.",neutral,hindi_english,3,REV_005196,PROD0005196,Electronics,Flipkart,100,19,False
i gifted to someone they were very happy and dilvery boy was also good thank you filpkart,positive,english,4,ENG_031625,ENGSRC031625,General,Unknown,89,23,False
excellent tv at excellent price delivered in 1 day but the installation and demo is very slow they came after 3 days for installation but the person who came for the installation is so nice to us and helpful im very satisfied for the product but they should improve their installation process,positive,english,4,ENG_021045,ENGSRC021045,General,Unknown,292,72,False
"Nykaa se Moisturizer liya, skin pe feel thoda sticky hai. Packaging theek thi. Delivery bahut fast thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_008443,PROD0008443,Beauty,Nykaa,126,29,False
"Shampoo ka result average mila, fragrance pleasant. Price reasonable. Value for money.",neutral,hindi_english,3,REV_012723,PROD0012723,Beauty,Nykaa,86,16,False
"Swiggy se Idli Sambar order kiya, taste theek thaak tha, delivery on time thi. Packaging leak-proof thi. Overall theek hai.",neutral,hindi_english,3,REV_005782,PROD0005782,Food,Swiggy,123,28,False
"Hair Dryer ka performance mast hai, price affordable. Return replace helpful tha. Must try.",neutral,hindi_english,3,REV_007237,PROD0007237,Kitchen,Amazon,101,21,False
"Amazon pe LED Bulb Pack purchase kiya, build badhiya hai. Packaging theek thi, delivery on time thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_006180,PROD0006180,Home,Amazon,128,29,False
"Bangalore me Swiggy ka order diya Gulab Jamun. Quantity kam thi, thik temperature. Value for money.",positive,hindi_english,5,REV_006782,PROD0006782,General,Unknown,99,22,False
recieved delivery before the expected time it is a very beautiful dinner set everyone in the family liked this dinner set and i have ordered one more set of 37 pieces cello dinner set thanks flipcart,positive,english,4,ENG_037535,ENGSRC037535,General,Unknown,199,50,False
"Zomato pe Veg Pulao mangwaya, bahut achha. Delivery on time thi thi, packaging kharab thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_005857,PROD0005857,Food,Zomato,118,26,False
worth it this laptop allows you to do everything of like gaming or multimedia everything,positive,english,4,ENG_013251,ENGSRC013251,General,Unknown,88,21,False
"Restaurant se Chole Bhature order kiya via Zomato. Portion sahi tha, thik temperature. Disappointed ho gaya.",neutral,hindi_english,3,REV_005166,PROD0005166,Food,Zomato,108,22,False
Margherita Pizza fresh tha aur Swiggy delivery late thi thi. Price zyada tha. Overall theek hai.,neutral,hindi_english,3,REV_007964,PROD0007964,Food,Swiggy,106,23,False
"Swiggy se Chicken Biryani order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging theek thi. Value for money.",neutral,hindi_english,3,REV_009505,PROD0009505,Food,Swiggy,133,29,False
"Kurta Set ki stitching flimsy hai, color vibrant. Exchange return slow tha. Overall theek hai.",negative,hindi_english,2,REV_001475,PROD0001475,Fashion,Myntra,94,21,False
"Hyderabad me Swiggy ka order diya Idli Sambar. Quantity kaafi thi, garam aaya. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_003052,PROD0003052,Food,Swiggy,101,23,False
amezing product its very nice i love this thanks for filipkart,positive,english,4,ENG_004868,ENGSRC004868,General,Unknown,62,15,False
"Myntra se Track Pants liya, size loose tha aur fabric rough. Delivery bahut fast thi. Must try.",neutral,hindi_english,3,REV_011152,PROD0011152,Fashion,Myntra,105,25,False
"Amazon pe LED Bulb Pack purchase kiya, build badhiya hai. Packaging theek thi, delivery bahut fast thi. Value for money.",positive,hindi_english,5,REV_000139,PROD0000139,General,Unknown,120,28,False
"Mixer Grinder ka performance theek tha, price affordable. Warranty return helpful tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_010131,PROD0010131,Electronics,Flipkart,108,21,False
"Amazon pe Mixer Grinder purchase kiya, build badhiya hai. Packaging kharab thi, delivery on time thi. Must try.",negative,hindi_english,1,REV_012579,PROD0012579,Kitchen,Amazon,111,25,False
very good product sound is so goodim really happy to this beautiful product,positive,english,4,ENG_002223,ENGSRC002223,General,Unknown,75,18,False
working very good very fine quality water is giving this is the very good productpaisa vasool full,positive,english,4,ENG_026438,ENGSRC026438,General,Unknown,98,23,False
"Swiggy se Cheeseburger order kiya, taste bahut achha tha, delivery on time thi. Packaging sahi thi. Disappointed ho gaya.",neutral,hindi_english,3,REV_012183,PROD0012183,Food,Swiggy,121,26,False
Masala Dosa fresh tha aur Swiggy delivery on time thi thi. Price reasonable. Overall theek hai.,neutral,hindi_english,3,REV_009106,PROD0009106,Food,Swiggy,95,22,False
"Sunscreen SPF50 ka result decent mila, fragrance none. Price reasonable. Nahi lena chahiye tha.",negative,hindi_english,2,REV_006867,PROD0006867,Beauty,Nykaa,95,19,False
Paneer Tikka fresh tha aur Swiggy delivery late thi thi. Price reasonable. Overall theek hai.,neutral,hindi_english,3,REV_005619,PROD0005619,Food,Swiggy,93,21,False
a very good product also the delivery was good and on time,positive,english,4,ENG_019933,ENGSRC019933,General,Unknown,58,16,False
"Flipkart se Electric Kettle liya, quality badhiya. Delivery late thi, packaging kharab thi. Disappointed ho gaya.",negative,hindi_english,1,REV_011259,PROD0011259,Kitchen,Flipkart,123,23,False
nice product and the clothe was excellent quality is more than price thank you and courier boy also very friendly and giving respect to the person thank you,positive,english,4,ENG_010209,ENGSRC010209,General,Unknown,156,39,False
"Swiggy se Rajma Chawal order kiya, taste bahut achha tha, delivery late thi. Packaging theek thi. Value for money.",negative,hindi_english,1,REV_004849,PROD0004849,Food,Swiggy,114,26,False
"Swiggy se Veg Thali order kiya, taste fresh tha, delivery on time thi. Packaging theek thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_009193,PROD0009193,Food,Swiggy,119,28,False
"Flipkart se Hair Dryer liya, quality solid. Delivery late thi, packaging leak-proof thi. Must try.",positive,hindi_english,4,REV_011457,PROD0011457,General,Unknown,98,21,False
"Zomato pe Paneer Tikka mangwaya, fresh. Delivery late thi thi, packaging kharab thi. Must try.",positive,hindi_english,5,REV_009889,PROD0009889,General,Unknown,94,21,False
"Amazon pe Powerbank purchase kiya, build badhiya hai. Packaging sahi thi, delivery on time thi. Phir bhi recommend karunga.",positive,hindi_english,4,REV_011680,PROD0011680,General,Unknown,123,26,False
