review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,review_id,product_id,product_name,aspects_mentioned
"Steam Iron ka performance mast tha, price reasonable. Warranty/return slow tha. Overall theek hai.",4,positive,2024-03-30,Kolkata,Kitchen,Flipkart,hindi_english,98,SYN_004741,SYN0004741,Steam Iron,general
Paneer Tikka ka flavour balanced tha. Zomato delivery on time thi. Phir bhi recommend karunga.,4,positive,2025-06-30,Lucknow,Food,Zomato,hindi_english,94,SYN_002815,SYN0002815,Paneer Tikka,general
"Face Wash ka result visible mila, fragrance pleasant. Price mehenga tha. Phir bhi recommend karunga.",1,negative,2023-09-11,Bangalore,Beauty,Nykaa,hindi_english,100,SYN_007887,SYN0007887,Face Wash,general
"Flipkart se Hair Dryer liya, quality solid. Delivery bahut fast thi, packaging sahi thi. Nahi lena chahiye tha.",3,neutral,2025-04-14,Lucknow,Electronics,Flipkart,hindi_english,111,SYN_004974,SYN0004974,Hair Dryer,general
"Sneakers ki stitching solid hai, color as shown. Exchange/return helpful tha. Must try.",2,negative,2023-07-23,Chennai,Fashion,Myntra,hindi_english,87,SYN_001183,SYN0001183,Sneakers,general
"Zomato pe Chole Bhature mangwaya, average. Delivery late thi thi, packaging sahi thi. Nahi lena chahiye tha.",3,neutral,2025-09-28,Pune,Food,Zomato,hindi_english,108,SYN_010036,SYN0010036,Chole Bhature,general
"Powerbank ka performance theek hai, price zyada tha. Return/replace slow tha. Phir bhi recommend karunga.",5,positive,2023-03-21,Mumbai,Electronics,Amazon,hindi_english,105,SYN_003948,SYN0003948,Powerbank,general
"Swiggy se Gulab Jamun order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging leak-proof thi. Phir bhi recommend karunga.",1,negative,2025-02-03,Hyderabad,Food,Swiggy,hindi_english,135,SYN_003190,SYN0003190,Gulab Jamun,general
nice soundbar loved the balance between bass and trebleloud and clear looks awesome with piano black finishbattery backup is too good enjoy hassle free music whole daysimply great in the price range,4,4,2023-08-15,,General,Flipkart,english,198,ENG_002094,ENGSRC002094,General_Item,general
color is goodstitch quality is not upto the markok for the price,4,4,2025-04-15,,General,Flipkart,english,64,ENG_010218,ENGSRC010218,General_Item,general
"Bluetooth Speaker ka performance excellent tha, price zyada tha. Warranty/return helpful tha. Value for money.",4,positive,2023-03-23,Kolkata,Home,Flipkart,hindi_english,110,SYN_009624,SYN0009624,Bluetooth Speaker,general
Veg Thali fresh tha aur Swiggy delivery bahut fast thi thi. Price reasonable. Phir bhi recommend karunga.,5,positive,2024-04-21,Pune,Food,Swiggy,hindi_english,105,SYN_001007,SYN0001007,Veg Thali,general
"Mixer Grinder ka performance theek tha, price mehenga tha. Warranty/return theek tha. Overall theek hai.",1,negative,2024-09-28,Hyderabad,Kitchen,Flipkart,hindi_english,104,SYN_002326,SYN0002326,Mixer Grinder,general
Tandoori Roti ka flavour rich tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,1,negative,2025-01-11,Ahmedabad,Food,Zomato,hindi_english,89,SYN_010646,SYN0010646,Tandoori Roti,general
best in quality designexcellent quality displaybest in quality keyboard and touchpadquick and nice fingerprint sensorbattery life is fine lasts almost 3 hours on full charge speakers are of average quality ram can be upgraded upto 16 gb but it has only 1 upgradeable memory slot as one slot is already being fixed with the motherboard overall must buy laptop if youre looking to buy something around 30k,4,4,2025-03-17,,General,Flipkart,english,403,ENG_014210,ENGSRC014210,General_Item,general
worth money very smooth performance apple did a great work my first apple product now i am addicted to apple,4,4,2023-10-19,,General,Flipkart,english,108,ENG_023027,ENGSRC023027,General_Item,general
"Myntra se Kurta Set liya, size perfect tha aur fabric thick. Delivery late thi. Value for money.",5,positive,2023-12-19,Delhi,Fashion,Myntra,hindi_english,96,SYN_005744,SYN0005744,Kurta Set,general
"Bluetooth Speaker ka performance excellent tha, price affordable. Warranty/return helpful tha. Must try.",2,negative,2023-08-03,Hyderabad,Home,Flipkart,hindi_english,104,SYN_012681,SYN0012681,Bluetooth Speaker,general
i like this product with affordable price and my personal opinionexperience flipkart best ecommerce retail marketingreturnexchange policy very easy and quick fast delivery,4,4,2024-04-25,,General,Flipkart,english,171,ENG_016082,ENGSRC016082,General_Item,general
in the very first there are more than 30 wrong questions,4,4,2024-04-19,,General,Flipkart,english,56,ENG_029446,ENGSRC029446,General_Item,general
"Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging leak-proof thi. Delivery late thi. Phir bhi recommend karunga.",3,neutral,2023-02-06,Hyderabad,Beauty,Nykaa,hindi_english,133,SYN_011882,SYN0011882,Matte Lipstick,general
"Ahmedabad me Swiggy ka order diya: Chicken Biryani. Quantity sahi thi, garam aaya. Phir bhi recommend karunga.",3,neutral,2024-11-13,Ahmedabad,Food,Swiggy,hindi_english,110,SYN_001028,SYN0001028,Chicken Biryani,general
"Flipkart se Trimmer liya, quality solid. Delivery on time thi, packaging kharab thi. Disappointed ho gaya.",5,positive,2023-05-25,Mumbai,Home,Flipkart,hindi_english,106,SYN_004070,SYN0004070,Trimmer,general
consnegative side takes approx 11 hours to full charge this power bank with mi original typec data cable in one hour it can recharge my phones battery upto 30 my phones battery 3000mah model mi a1 not satisfied with the services its not upto the mark what i expected seeing the ratings overratedprospositive side no heating effect noticed during recharging or discharging over all appearance is good,4,4,2024-12-24,,General,Flipkart,english,399,ENG_017813,ENGSRC017813,General_Item,general
awesome productmy nephew loved itjust go for itit is also an offroad vehicle,4,4,2024-11-09,,General,Flipkart,english,76,ENG_018822,ENGSRC018822,General_Item,general
"Zomato pe Chicken Shawarma mangwaya, bland. Delivery late thi thi, packaging kharab thi. Disappointed ho gaya.",1,negative,2025-05-16,Lucknow,Food,Zomato,hindi_english,110,SYN_006651,SYN0006651,Chicken Shawarma,general
if you have your mobile near you both will respond youll be confused but the devices will work correctly only one will respond to your question thats clever but i dont like both devices respondingive heard google has more features than alexa ive not found out many will need to explorethe sound quality is not as good as that of echo dotthe name alexa is more convinient to use than ok googlealexa looks more premium routines on alexa is very good,4,4,2025-08-15,,General,Flipkart,english,447,ENG_007128,ENGSRC007128,General_Item,general
excellent base very good battery nice and clear sound in this price u cant expect anything more really a grt product by boat lots of appreciation,4,4,2025-04-24,,General,Flipkart,english,145,ENG_001167,ENGSRC001167,General_Item,general
"Price mehenga tha tha, Track Pants overall disappointing. Disappointed ho gaya.",3,neutral,2025-03-02,Ahmedabad,Fashion,Myntra,hindi_english,79,SYN_004623,SYN0004623,Track Pants,general
"Swiggy se Masala Dosa order kiya, taste average tha, delivery bahut fast thi. Packaging leak-proof thi. Nahi lena chahiye tha.",4,positive,2023-09-17,Pune,Food,Swiggy,hindi_english,126,SYN_010386,SYN0010386,Masala Dosa,general
my daughter loved it all items in the bag are useful,4,4,2025-04-29,,General,Flipkart,english,52,ENG_009287,ENGSRC009287,General_Item,general
its a fantastic device first apple device so still trying to adjust with it as i have always been a windows user from childhood looks performance a class if in future apple could bring the cost to a more reasonable level that would be like a cherry on the cake for this device,4,4,2025-08-12,,General,Flipkart,english,276,ENG_014401,ENGSRC014401,General_Item,general
Butter Chicken ka flavour overpowering tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,2,negative,2023-04-30,Bangalore,Food,Zomato,hindi_english,98,SYN_001963,SYN0001963,Butter Chicken,general
product is good this one is my 3rd time ordered friendsrelated then it is for me,4,4,2023-03-10,,General,Flipkart,english,80,ENG_033391,ENGSRC033391,General_Item,general
"Amazon pe Electric Kettle purchase kiya, build average hai. Packaging theek thi, delivery on time thi. Overall theek hai.",5,positive,2023-06-11,Kolkata,Electronics,Amazon,hindi_english,121,SYN_001600,SYN0001600,Electric Kettle,general
"Swiggy se Idli Sambar order kiya, taste average tha, delivery on time thi. Packaging leak-proof thi. Nahi lena chahiye tha.",1,negative,2025-09-18,Lucknow,Food,Swiggy,hindi_english,123,SYN_009676,SYN0009676,Idli Sambar,general
"Swiggy se Margherita Pizza order kiya, taste average tha, delivery late thi. Packaging leak-proof thi. Value for money.",1,negative,2023-10-05,Hyderabad,Food,Swiggy,hindi_english,119,SYN_010953,SYN0010953,Margherita Pizza,general
Samosa ka flavour light tha. Zomato delivery on time thi. Value for money.,2,negative,2024-06-29,Delhi,Food,Zomato,hindi_english,74,SYN_004334,SYN0004334,Samosa,general
"Face Serum ka result decent mila, fragrance mild. Price zyada tha. Disappointed ho gaya.",1,negative,2024-10-04,Delhi,Beauty,Nykaa,hindi_english,88,SYN_012100,SYN0012100,Face Serum,general
Vada Pav ka flavour light tha. Zomato delivery bahut fast thi. Disappointed ho gaya.,1,negative,2023-02-01,Bangalore,Food,Zomato,hindi_english,84,SYN_006956,SYN0006956,Vada Pav,general
good quality large size non slippery got three for four fifty recommended,4,4,2025-04-19,,General,Flipkart,english,73,ENG_030962,ENGSRC030962,General_Item,general
Chicken Biryani fresh tha aur Swiggy delivery late thi thi. Price zyada tha. Disappointed ho gaya.,1,negative,2023-03-15,Delhi,Food,Swiggy,hindi_english,98,SYN_008546,SYN0008546,Chicken Biryani,general
the product is not as shown in the picturesfinishing is missing no covered edges and the delivery takes a lot of timebut at the same time it is useful and the price is quite reasonable,4,4,2025-06-07,,General,Flipkart,english,184,ENG_035787,ENGSRC035787,General_Item,general
i have used the product its really helpful especially for cleaning sofa sets curtains and dust on cornerscleaning the vaccum cleaner is also very easy and handy,4,4,2024-09-25,,General,Flipkart,english,160,ENG_024970,ENGSRC024970,General_Item,general
Gulab Jamun fresh tha aur Swiggy delivery bahut fast thi thi. Price mehenga tha. Disappointed ho gaya.,5,positive,2023-01-10,Mumbai,Food,Swiggy,hindi_english,102,SYN_000696,SYN0000696,Gulab Jamun,general
totaly all fine suitable for 4 members its 7 litres capacity purifier in cheap and best deel i got it for 6220 with credit card discount thats pretty good thanks to flipkart coming to purifier everything is fine look and finishing is good gives some attraction for kitchen water taste is also good just like package drinking mater but i had a issue with installation guys in my home regular water bore water gives 199 tds value installation person promised me that after instal,4,4,2024-03-08,,General,Flipkart,english,477,ENG_026629,ENGSRC026629,General_Item,general
uppper body is fine but wheels become friction lessgo for better its not durable,4,4,2025-09-30,,General,Flipkart,english,80,ENG_008921,ENGSRC008921,General_Item,general
awesome tv no black issues wifi connectivity is great 4k vedios looks jaw dropping i gifted this to my mom cant tell the excitements sound level awesome home threater like chromecast is damm easy great buy without any doubts mi will wipe out sony samsung soon just loving it flipkart services can be better but its ok playstore is there as well u will love it,4,4,2024-04-02,,General,Flipkart,english,359,ENG_021051,ENGSRC021051,General_Item,general
this is just a ossam keyboard u all must buy this beautiful colour,4,4,2024-07-18,,General,Flipkart,english,66,ENG_013048,ENGSRC013048,General_Item,general
"Price affordable tha, Cotton T-Shirt overall okay okay. Nahi lena chahiye tha.",4,positive,2024-03-26,Delhi,Fashion,Myntra,hindi_english,78,SYN_009771,SYN0009771,Cotton T-Shirt,general
i like lakme eyeconic kajal twin pack and i used only lakme products and love too,4,4,2023-05-24,,General,Flipkart,english,81,ENG_007642,ENGSRC007642,General_Item,general
"Amazon pe Desk Lamp purchase kiya, build solid hai. Packaging theek thi, delivery on time thi. Nahi lena chahiye tha.",3,neutral,2023-12-02,Mumbai,Home,Amazon,hindi_english,117,SYN_001035,SYN0001035,Desk Lamp,general
"Hair Dryer ka performance below average hai, price reasonable. Return/replace theek tha. Overall theek hai.",5,positive,2023-10-21,Chennai,Electronics,Amazon,hindi_english,107,SYN_010843,SYN0010843,Hair Dryer,general
good product same as the picture my nephew loved it thank you flipkart,4,4,2024-12-23,,General,Flipkart,english,70,ENG_033095,ENGSRC033095,General_Item,general
"Hoodie ki stitching solid hai, color vibrant. Exchange/return theek tha. Nahi lena chahiye tha.",2,negative,2024-04-15,Kolkata,Fashion,Myntra,hindi_english,95,SYN_010422,SYN0010422,Hoodie,general
"Powerbank ka performance theek tha, price affordable. Warranty/return theek tha. Value for money.",1,negative,2024-10-30,Pune,Home,Flipkart,hindi_english,97,SYN_010980,SYN0010980,Powerbank,general
"Matte Lipstick ka result average mila, fragrance pleasant. Price mehenga tha. Overall theek hai.",3,neutral,2025-01-09,Lucknow,Beauty,Nykaa,hindi_english,96,SYN_002128,SYN0002128,Matte Lipstick,general
"Electric Kettle ka performance excellent tha, price reasonable. Warranty/return helpful tha. Value for money.",1,negative,2025-08-06,Bangalore,Home,Flipkart,hindi_english,109,SYN_012188,SYN0012188,Electric Kettle,general
"Swiggy se Margherita Pizza order kiya, taste spicy tha, delivery late thi. Packaging sahi thi. Value for money.",5,positive,2023-06-19,Pune,Food,Swiggy,hindi_english,111,SYN_005971,SYN0005971,Margherita Pizza,general
according to the prize quality is too much better you can afford this specially blue one,4,4,2023-02-07,,General,Flipkart,english,88,ENG_012100,ENGSRC012100,General_Item,general
Cheeseburger fresh tha aur Swiggy delivery late thi thi. Price mehenga tha. Overall theek hai.,3,neutral,2023-04-07,Chennai,Food,Swiggy,hindi_english,94,SYN_000994,SYN0000994,Cheeseburger,general
good product in affordable price good looking and my kid is happy to have it,4,4,2024-12-14,,General,Flipkart,english,76,ENG_011737,ENGSRC011737,General_Item,general
product is fine packing can be better as i ordered this to gift someone,4,4,2023-01-22,,General,Flipkart,english,71,ENG_037031,ENGSRC037031,General_Item,general
not working properly for two weeksworst quality dont purchase 1 rating also waste,4,4,2025-05-12,,General,Flipkart,english,81,ENG_004730,ENGSRC004730,General_Item,general
"Zomato pe Butter Chicken mangwaya, spicy. Delivery late thi thi, packaging sahi thi. Overall theek hai.",5,positive,2025-08-01,Ahmedabad,Food,Zomato,hindi_english,103,SYN_000448,SYN0000448,Butter Chicken,general
nothing has been provided i have to buy all the accessories along with mechanic charge it will come around 1k extra,4,4,2024-10-21,,General,Flipkart,english,115,ENG_025810,ENGSRC025810,General_Item,general
"Lucknow me Swiggy ka order diya: Chicken Biryani. Quantity kaafi thi, garam aaya. Nahi lena chahiye tha.",3,neutral,2025-02-12,Lucknow,Food,Swiggy,hindi_english,104,SYN_005454,SYN0005454,Chicken Biryani,general
"Anarkali Dress ki stitching solid hai, color vibrant. Exchange/return theek tha. Must try.",3,neutral,2023-06-06,Bangalore,Fashion,Myntra,hindi_english,90,SYN_003212,SYN0003212,Anarkali Dress,general
"Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging sahi thi. Delivery bahut fast thi. Overall theek hai.",5,positive,2023-05-05,Ahmedabad,Beauty,Nykaa,hindi_english,124,SYN_005562,SYN0005562,Matte Lipstick,general
good price but it low stabilityif you have children then think before buy,4,4,2023-04-17,,General,Flipkart,english,73,ENG_030695,ENGSRC030695,General_Item,general
"Pressure Cooker ka performance excellent tha, price mehenga tha. Warranty/return theek tha. Disappointed ho gaya.",2,negative,2025-04-15,Lucknow,Electronics,Flipkart,hindi_english,113,SYN_003211,SYN0003211,Pressure Cooker,general
product is very useful i get this product and buy 2 more,4,4,2023-12-16,,General,Flipkart,english,56,ENG_034831,ENGSRC034831,General_Item,general
"Myntra se Hoodie liya, size perfect tha aur fabric rough. Delivery late thi. Must try.",4,positive,2023-11-24,Bangalore,Fashion,Myntra,hindi_english,86,SYN_008967,SYN0008967,Hoodie,general
got the product on time without any damages packaging was good product is same as shown in the pictures,4,4,2025-09-19,,General,Flipkart,english,103,ENG_037268,ENGSRC037268,General_Item,general
"Amazon pe Desk Lamp purchase kiya, build average hai. Packaging leak-proof thi, delivery late thi. Disappointed ho gaya.",5,positive,2025-08-17,Pune,Home,Amazon,hindi_english,120,SYN_010650,SYN0010650,Desk Lamp,general
awesome picture and sound quality for this price range i am using this smart tv for more than ten days and connectivity with bluetoothwifi mirror casting etc going smoothly also happy with delivery and installation,4,4,2025-01-08,,General,Flipkart,english,214,ENG_020775,ENGSRC020775,General_Item,general
"Zomato pe Chicken Shawarma mangwaya, average. Delivery bahut fast thi thi, packaging leak-proof thi. Must try.",4,positive,2025-03-08,Kolkata,Food,Zomato,hindi_english,110,SYN_003972,SYN0003972,Chicken Shawarma,general
"Formal Shirt ki stitching flimsy hai, color as shown. Exchange/return slow tha. Overall theek hai.",4,positive,2023-08-11,Kolkata,Fashion,Myntra,hindi_english,98,SYN_010808,SYN0010808,Formal Shirt,general
motor sound is too noisy and and juicer jar is just mixing and not juicing,4,4,2023-11-04,,General,Flipkart,english,74,ENG_015934,ENGSRC015934,General_Item,general
"Hair Oil ka result average mila, fragrance mild. Price zyada tha. Disappointed ho gaya.",2,negative,2024-05-09,Hyderabad,Beauty,Nykaa,hindi_english,87,SYN_011367,SYN0011367,Hair Oil,general
"Face Serum ka result average mila, fragrance mild. Price zyada tha. Nahi lena chahiye tha.",4,positive,2024-07-28,Kolkata,Beauty,Nykaa,hindi_english,90,SYN_003779,SYN0003779,Face Serum,general
worth the money spent manual juicer that requires very less effort happy with this purchase,4,4,2024-06-27,,General,Flipkart,english,91,ENG_032562,ENGSRC032562,General_Item,general
"Restaurant se Veg Pulao order kiya via Zomato. Portion kaafi tha, thik temperature. Nahi lena chahiye tha.",2,negative,2024-02-16,Hyderabad,Food,Zomato,hindi_english,106,SYN_006353,SYN0006353,Veg Pulao,general
"Chennai me Swiggy ka order diya: Paneer Tikka. Quantity kaafi thi, thanda pohoch gaya. Overall theek hai.",3,neutral,2023-01-03,Chennai,Food,Swiggy,hindi_english,105,SYN_004008,SYN0004008,Paneer Tikka,general
"Amazon pe Powerbank purchase kiya, build solid hai. Packaging kharab thi, delivery bahut fast thi. Must try.",3,neutral,2024-01-19,Chennai,Home,Amazon,hindi_english,108,SYN_003777,SYN0003777,Powerbank,general
super productworking very welleasy to use before working i watched all videos of singer company in youtubewhich help me a lot,4,4,2024-04-15,,General,Flipkart,english,125,ENG_019803,ENGSRC019803,General_Item,general
earlier i purchased atlanta air purifiermi is far better than thatit displays pm25 realtime count,4,4,2023-04-21,,General,Flipkart,english,97,ENG_027905,ENGSRC027905,General_Item,general
very good product but it has some lag issues so please fix it overall very good one,4,4,2025-07-11,,General,Flipkart,english,83,ENG_024103,ENGSRC024103,General_Item,general
works perfectlytank water tds 670filter water tds 24dont sure if it is calibrated,4,4,2023-07-18,,General,Flipkart,english,81,ENG_007465,ENGSRC007465,General_Item,general
"Nykaa se Hair Oil liya, skin pe feel greasy nahi hai. Packaging leak-proof thi. Delivery on time thi. Phir bhi recommend karunga.",3,neutral,2024-10-12,Bangalore,Beauty,Nykaa,hindi_english,129,SYN_008427,SYN0008427,Hair Oil,general
"Amazon pe LED Bulb Pack purchase kiya, build average hai. Packaging theek thi, delivery on time thi. Nahi lena chahiye tha.",3,neutral,2024-04-20,Hyderabad,Home,Amazon,hindi_english,123,SYN_004338,SYN0004338,LED Bulb Pack,general
"Track Pants ki stitching solid hai, color as shown. Exchange/return helpful tha. Nahi lena chahiye tha.",4,positive,2023-06-20,Lucknow,Fashion,Myntra,hindi_english,103,SYN_008118,SYN0008118,Track Pants,general
"Swiggy se Veg Thali order kiya, taste spicy tha, delivery late thi. Packaging theek thi. Must try.",5,positive,2023-04-06,Lucknow,Food,Swiggy,hindi_english,98,SYN_007764,SYN0007764,Veg Thali,general
good product speed control machine simple to use for beginners iam satisfied,4,4,2023-08-22,,General,Flipkart,english,76,ENG_020077,ENGSRC020077,General_Item,general
best thing i ever bought all of my family nd relatives loved this tv amazing product for an amazing price thanks to mi india,4,4,2023-09-21,,General,Flipkart,english,124,ENG_021025,ENGSRC021025,General_Item,general
"Kurta Set ki stitching solid hai, color vibrant. Exchange/return helpful tha. Must try.",3,neutral,2023-07-01,Hyderabad,Fashion,Myntra,hindi_english,87,SYN_000439,SYN0000439,Kurta Set,general
happy with the product and the way installation was handled with expert,4,4,2023-08-12,,General,Flipkart,english,71,ENG_036080,ENGSRC036080,General_Item,general
"Nykaa se Sunscreen SPF50 liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery late thi. Phir bhi recommend karunga.",5,positive,2024-08-30,Bangalore,Beauty,Nykaa,hindi_english,129,SYN_003270,SYN0003270,Sunscreen SPF50,general
"Swiggy se Rajma Chawal order kiya, taste bahut achha tha, delivery bahut fast thi. Packaging sahi thi. Phir bhi recommend karunga.",1,negative,2024-11-03,Kolkata,Food,Swiggy,hindi_english,130,SYN_003753,SYN0003753,Rajma Chawal,general
"Price mehenga tha tha, Cotton T-Shirt overall disappointing. Nahi lena chahiye tha.",3,neutral,2023-01-11,Jaipur,Fashion,Myntra,hindi_english,83,SYN_009114,SYN0009114,Cotton T-Shirt,general
"Running Shoes ki stitching average hai, color as shown. Exchange/return helpful tha. Must try.",3,neutral,2025-01-11,Hyderabad,Fashion,Myntra,hindi_english,94,SYN_009441,SYN0009441,Running Shoes,general
"Moisturizer ka result average mila, fragrance strong. Price reasonable. Nahi lena chahiye tha.",4,positive,2025-02-10,Kolkata,Beauty,Nykaa,hindi_english,94,SYN_001740,SYN0001740,Moisturizer,general
"Nykaa se Face Wash liya, skin pe feel lightweight hai. Packaging theek thi. Delivery bahut fast thi. Phir bhi recommend karunga.",4,positive,2023-09-17,Chennai,Beauty,Nykaa,hindi_english,128,SYN_000607,SYN0000607,Face Wash,general
got this in bbd salei heard lot about pureit but when i received it feels ao premium and well madehope for future it will give best resultsand i really glad for that technician who came for installation that guy is so understanding person and helps a lot and understand every need and problems during installation,4,4,2024-12-16,,General,Flipkart,english,313,ENG_027077,ENGSRC027077,General_Item,general
"Zomato pe Paneer Tikka mangwaya, spicy. Delivery late thi thi, packaging kharab thi. Overall theek hai.",4,positive,2023-07-27,Kolkata,Food,Zomato,hindi_english,103,SYN_012999,SYN0012999,Paneer Tikka,general
excellent and happy with installation team toosaves whole lot of your time,4,4,2025-01-01,,General,Flipkart,english,74,ENG_004072,ENGSRC004072,General_Item,general
Just go for it. Before I started using it I had spots on my face from breakouts and uneven skintone it's been around 15 days since I started using it and I have noticed spots are lighter than before and I can see my skintone getting even than before. Its easily observe in the skin within a minute.The only downside is it's smell but it's not pungent or discomforting one.,4,4,2024-05-26,,General,Amazon,english,372,ENG_000102,ENGSRC000102,General_Item,general
good quality same as shown in picture but slightly different in colour its a bit light,4,4,2025-09-16,,General,Flipkart,english,86,ENG_031465,ENGSRC031465,General_Item,general
"Chennai me Swiggy ka order diya: Margherita Pizza. Quantity sahi thi, thik temperature. Disappointed ho gaya.",5,positive,2023-06-27,Chennai,Food,Swiggy,hindi_english,109,SYN_011038,SYN0011038,Margherita Pizza,general
"Amazon pe LED Bulb Pack purchase kiya, build badhiya hai. Packaging kharab thi, delivery on time thi. Phir bhi recommend karunga.",2,negative,2024-08-17,Ahmedabad,Electronics,Amazon,hindi_english,129,SYN_005747,SYN0005747,LED Bulb Pack,general
"Sneakers ki stitching solid hai, color thoda fade. Exchange/return theek tha. Disappointed ho gaya.",1,negative,2024-08-20,Delhi,Fashion,Myntra,hindi_english,99,SYN_011585,SYN0011585,Sneakers,general
"Myntra se Running Shoes liya, size loose tha aur fabric soft. Delivery late thi. Nahi lena chahiye tha.",2,negative,2024-12-10,Ahmedabad,Fashion,Myntra,hindi_english,103,SYN_006271,SYN0006271,Running Shoes,general
Hakka Noodles ka flavour overpowering tha. Zomato delivery bahut fast thi. Disappointed ho gaya.,5,positive,2024-03-30,Ahmedabad,Food,Zomato,hindi_english,96,SYN_008852,SYN0008852,Hakka Noodles,general
a good laptop with outstanding performance pubg 80 fps on medium settings 1080 p assassins creed oddessey 50 fps on high settings,4,4,2023-07-06,,General,Flipkart,english,129,ENG_012972,ENGSRC012972,General_Item,general
"Bangalore me Swiggy ka order diya: Rajma Chawal. Quantity kaafi thi, thanda pohoch gaya. Phir bhi recommend karunga.",2,negative,2025-06-17,Bangalore,Food,Swiggy,hindi_english,116,SYN_006601,SYN0006601,Rajma Chawal,general
"Restaurant se Hakka Noodles order kiya via Zomato. Portion kam tha, thanda pohoch gaya. Must try.",3,neutral,2023-03-27,Pune,Food,Zomato,hindi_english,97,SYN_011379,SYN0011379,Hakka Noodles,general
product not as per expected also no return policy is applicable there is size not comfortable so my money is wasted,4,4,2024-04-04,,General,Flipkart,english,115,ENG_007445,ENGSRC007445,General_Item,general
"Ahmedabad me Swiggy ka order diya: Veg Thali. Quantity kaafi thi, thanda pohoch gaya. Phir bhi recommend karunga.",2,negative,2025-03-28,Ahmedabad,Food,Swiggy,hindi_english,113,SYN_011606,SYN0011606,Veg Thali,general
"Hoodie ki stitching solid hai, color as shown. Exchange/return helpful tha. Disappointed ho gaya.",5,positive,2023-04-21,Hyderabad,Fashion,Myntra,hindi_english,97,SYN_006910,SYN0006910,Hoodie,general
"Amazon pe Electric Kettle purchase kiya, build average hai. Packaging kharab thi, delivery on time thi. Overall theek hai.",1,negative,2025-03-21,Jaipur,Electronics,Amazon,hindi_english,122,SYN_000739,SYN0000739,Electric Kettle,general
"Zomato pe Veg Pulao mangwaya, average. Delivery on time thi thi, packaging leak-proof thi. Overall theek hai.",4,positive,2025-03-16,Jaipur,Food,Zomato,hindi_english,109,SYN_001995,SYN0001995,Veg Pulao,general
"Swiggy se Gulab Jamun order kiya, taste fresh tha, delivery on time thi. Packaging sahi thi. Nahi lena chahiye tha.",2,negative,2023-02-23,Ahmedabad,Food,Swiggy,hindi_english,115,SYN_000120,SYN0000120,Gulab Jamun,general
the product is so good that my printer stopped working since the day i used this ink,4,4,2024-08-22,,General,Flipkart,english,84,ENG_018188,ENGSRC018188,General_Item,general
this matts is so good cotton stuff nic product plss guys buy it,4,4,2024-08-03,,General,Flipkart,english,63,ENG_030994,ENGSRC030994,General_Item,general
awesome tv in this price go for it mi tv fultu k comment ko ignore karo best tv hai aur lena hoto flipkart se hi lena kya service hai yaar time to time tv aaya aur time pe tv fit karne wala bhi aaya thank you very much filpkart,4,4,2025-08-07,,General,Flipkart,english,227,ENG_021351,ENGSRC021351,General_Item,general
very good quality and easy to assemble extra screws are also provided 1010,4,4,2023-12-13,,General,Flipkart,english,74,ENG_036242,ENGSRC036242,General_Item,general
"Myntra se Track Pants liya, size loose tha aur fabric thick. Delivery late thi. Nahi lena chahiye tha.",3,neutral,2025-01-31,Bangalore,Fashion,Myntra,hindi_english,102,SYN_007294,SYN0007294,Track Pants,general
"Kurta Set ki stitching average hai, color vibrant. Exchange/return slow tha. Disappointed ho gaya.",1,negative,2023-07-09,Ahmedabad,Fashion,Myntra,hindi_english,98,SYN_003406,SYN0003406,Kurta Set,general
"Myntra se Running Shoes liya, size perfect tha aur fabric rough. Delivery late thi. Nahi lena chahiye tha.",4,positive,2024-01-10,Chennai,Fashion,Myntra,hindi_english,106,SYN_010538,SYN0010538,Running Shoes,general
thanks flipkart for your kind support thanks to customer care for listening understanding and solving my problemnice product by ifb but i think ifb needs some improvement in their peripheral infrastructure,4,4,2025-09-17,,General,Flipkart,english,205,ENG_003615,ENGSRC003615,General_Item,general
"Flipkart se Pressure Cooker liya, quality average. Delivery on time thi, packaging sahi thi. Overall theek hai.",4,positive,2024-03-05,Pune,Kitchen,Flipkart,hindi_english,111,SYN_008627,SYN0008627,Pressure Cooker,general
"Swiggy se Masala Dosa order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging leak-proof thi. Overall theek hai.",2,negative,2024-01-14,Delhi,Food,Swiggy,hindi_english,126,SYN_003482,SYN0003482,Masala Dosa,general
amazing set with unisex fragrances so long lasting at such affordable price smells and looks luxurious,4,4,2025-03-21,,General,Flipkart,english,102,ENG_008645,ENGSRC008645,General_Item,general
Samosa ka flavour balanced tha. Zomato delivery bahut fast thi. Value for money.,2,negative,2025-04-17,Delhi,Food,Zomato,hindi_english,80,SYN_000128,SYN0000128,Samosa,general
bought it for my mother as advance mother s day gift and my mother really liked it,4,4,2024-05-04,,General,Flipkart,english,82,ENG_020021,ENGSRC020021,General_Item,general
