review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,dataset_source,review_id,product_id,product_name,aspects_mentioned
Average quality aur standard delivery time tha. Customer care helpful tha. #3496,3,neutral,2025-10-10,Chennai,Beauty,Swiggy,hindi_english,80,synthetic_reviews,SYN_003497,SYN0003497,Beauty_Item,"delivery, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Value for money achha hai. #3497,2,negative,2025-10-10,Bangalore,Beauty,Zomato,hindi_english,84,synthetic_reviews,SYN_003498,SYN0003498,Beauty_Item,"delivery, price, product_quality"
It functions as expected. No major complaints. Support bilkul madad nahi kiya. #3498,3,neutral,2025-10-10,Pune,Electronics,Flipkart,hindi_english,84,synthetic_reviews,SYN_003499,SYN0003499,Electronics_Item,customer_service
Fantastic product! Quality great hai aur delivery fast hui. Packaging kharab tha. #3499,5,positive,2025-10-10,Chennai,Grocery,Flipkart,hindi_english,87,synthetic_reviews,SYN_003500,SYN0003500,Grocery_Item,"delivery, packaging, product_quality"
Packaging damaged thi aur product broken mila. Packaging sahi tha. #3500,2,negative,2025-10-10,Ahmedabad,Books,Flipkart,hindi_english,72,synthetic_reviews,SYN_003501,SYN0003501,Books_Item,"packaging, product_quality"
Value for money bahut achha hai. Highly recommend. Packaging kharab tha. #3501,4,positive,2025-10-10,Hyderabad,Electronics,Flipkart,hindi_english,78,synthetic_reviews,SYN_003502,SYN0003502,Electronics_Item,"packaging, price"
"Customer service poor tha, issue solve nahi hua. Value for money achha hai. #3502",2,negative,2025-10-10,Pune,Electronics,Amazon,hindi_english,81,synthetic_reviews,SYN_003503,SYN0003503,Electronics_Item,"customer_service, price"
"Customer service poor tha, issue solve nahi hua. Delivery late thi. #3503",2,negative,2025-10-10,Mumbai,Fashion,Myntra,hindi_english,73,synthetic_reviews,SYN_003504,SYN0003504,Fashion_Item,"customer_service, delivery"
"Customer service poor tha, issue solve nahi hua. Packaging sahi tha. #3504",1,negative,2025-10-10,Mumbai,Beauty,Nykaa,hindi_english,74,synthetic_reviews,SYN_003505,SYN0003505,Beauty_Item,"customer_service, packaging"
Fantastic product! Quality great hai aur delivery fast hui. Packaging kharab tha. #3505,5,positive,2025-10-10,Delhi,Grocery,Myntra,hindi_english,87,synthetic_reviews,SYN_003506,SYN0003506,Grocery_Item,"delivery, packaging, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Support bilkul madad nahi kiya. #3506,2,negative,2025-10-10,Pune,Electronics,Flipkart,hindi_english,89,synthetic_reviews,SYN_003507,SYN0003507,Electronics_Item,"customer_service, delivery, product_quality"
Product quality amazing hai aur delivery on time. Price reasonable hai. #3507,5,positive,2025-10-10,Mumbai,Beauty,Zomato,hindi_english,77,synthetic_reviews,SYN_003508,SYN0003508,Beauty_Item,"delivery, price, product_quality"
Packaging damaged thi aur product broken mila. Packaging sahi tha. #3508,2,negative,2025-10-10,Delhi,Fashion,Nykaa,hindi_english,72,synthetic_reviews,SYN_003509,SYN0003509,Fashion_Item,"packaging, product_quality"
Product quality amazing hai aur delivery on time. Packaging kharab tha. #3509,5,positive,2025-10-10,Mumbai,Grocery,Myntra,hindi_english,77,synthetic_reviews,SYN_003510,SYN0003510,Grocery_Item,"delivery, packaging, product_quality"
Product theek hai. Kuch special nahi. Customer care helpful tha. #3510,3,neutral,2025-10-10,Chennai,Grocery,Nykaa,hindi_english,70,synthetic_reviews,SYN_003511,SYN0003511,Grocery_Item,general
Packaging damaged thi aur product broken mila. Support bilkul madad nahi kiya. #3511,2,negative,2025-10-10,Jaipur,Home & Kitchen,Amazon,hindi_english,84,synthetic_reviews,SYN_003512,SYN0003512,Home & Kitchen_Item,"customer_service, packaging, product_quality"
Value for money bahut achha hai. Highly recommend. Price reasonable hai. #3512,4,positive,2025-10-10,Kolkata,Beauty,Zomato,hindi_english,78,synthetic_reviews,SYN_003513,SYN0003513,Beauty_Item,price
"Jaisa describe kiya tha, waisa hi mila. Price reasonable hai. #3513",3,neutral,2025-10-10,Kolkata,Home & Kitchen,Myntra,hindi_english,67,synthetic_reviews,SYN_003514,SYN0003514,Home & Kitchen_Item,price
Product theek hai. Kuch special nahi. Value for money achha hai. #3514,3,neutral,2025-10-10,Mumbai,Sports,Swiggy,hindi_english,70,synthetic_reviews,SYN_003515,SYN0003515,Sports_Item,price
"Build quality solid hai, performance bhi acchi. Delivery late thi. #3515",5,positive,2025-10-10,Bangalore,Books,Nykaa,hindi_english,72,synthetic_reviews,SYN_003516,SYN0003516,Books_Item,"delivery, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Packaging kharab tha. #3516",3,neutral,2025-10-10,Jaipur,Books,Flipkart,hindi_english,67,synthetic_reviews,SYN_003517,SYN0003517,Books_Item,packaging
"Build quality solid hai, performance bhi acchi. Support bilkul madad nahi kiya. #3517",4,positive,2025-10-10,Lucknow,Sports,Amazon,hindi_english,85,synthetic_reviews,SYN_003518,SYN0003518,Sports_Item,"customer_service, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Customer care helpful tha. #3518",3,neutral,2025-10-10,Chennai,Home & Kitchen,Myntra,hindi_english,72,synthetic_reviews,SYN_003519,SYN0003519,Home & Kitchen_Item,general
Packaging damaged thi aur product broken mila. Packaging kharab tha. #3519,2,negative,2025-10-10,Bangalore,Grocery,Amazon,hindi_english,74,synthetic_reviews,SYN_003520,SYN0003520,Grocery_Item,"packaging, product_quality"
It functions as expected. No major complaints. Packaging kharab tha. #3520,3,neutral,2025-10-10,Mumbai,Electronics,Flipkart,hindi_english,74,synthetic_reviews,SYN_003521,SYN0003521,Electronics_Item,packaging
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #3521",1,negative,2025-10-10,Chennai,Grocery,Myntra,hindi_english,76,synthetic_reviews,SYN_003522,SYN0003522,Grocery_Item,"customer_service, delivery"
Fantastic product! Quality great hai aur delivery fast hui. Price reasonable hai. #3522,5,positive,2025-10-10,Ahmedabad,Fashion,Zomato,hindi_english,87,synthetic_reviews,SYN_003523,SYN0003523,Fashion_Item,"delivery, price, product_quality"
Product quality amazing hai aur delivery on time. Support bilkul madad nahi kiya. #3523,5,positive,2025-10-10,Jaipur,Beauty,Myntra,hindi_english,87,synthetic_reviews,SYN_003524,SYN0003524,Beauty_Item,"customer_service, delivery, product_quality"
Product quality amazing hai aur delivery on time. Value for money achha hai. #3524,4,positive,2025-10-10,Ahmedabad,Grocery,Amazon,hindi_english,82,synthetic_reviews,SYN_003525,SYN0003525,Grocery_Item,"delivery, price, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging kharab tha. #3525,2,negative,2025-10-10,Hyderabad,Electronics,Myntra,hindi_english,79,synthetic_reviews,SYN_003526,SYN0003526,Electronics_Item,"delivery, packaging, product_quality"
Packaging damaged thi aur product broken mila. Packaging sahi tha. #3526,1,negative,2025-10-10,Jaipur,Fashion,Swiggy,hindi_english,72,synthetic_reviews,SYN_003527,SYN0003527,Fashion_Item,"packaging, product_quality"
Average quality aur standard delivery time tha. Support bilkul madad nahi kiya. #3527,3,neutral,2025-10-10,Bangalore,Books,Swiggy,hindi_english,85,synthetic_reviews,SYN_003528,SYN0003528,Books_Item,"customer_service, delivery, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging kharab tha. #3528,2,negative,2025-10-10,Pune,Fashion,Swiggy,hindi_english,79,synthetic_reviews,SYN_003529,SYN0003529,Fashion_Item,"delivery, packaging, product_quality"
"Description misleading tha, value for money nahi. Delivery on time thi. #3529",1,negative,2025-10-10,Mumbai,Books,Swiggy,hindi_english,77,synthetic_reviews,SYN_003530,SYN0003530,Books_Item,"delivery, price"
It functions as expected. No major complaints. Value for money achha hai. #3530,3,neutral,2025-10-10,Bangalore,Grocery,Myntra,hindi_english,79,synthetic_reviews,SYN_003531,SYN0003531,Grocery_Item,price
Packaging damaged thi aur product broken mila. Customer care helpful tha. #3531,1,negative,2025-10-10,Hyderabad,Home & Kitchen,Amazon,hindi_english,79,synthetic_reviews,SYN_003532,SYN0003532,Home & Kitchen_Item,"packaging, product_quality"
Product theek hai. Kuch special nahi. Support bilkul madad nahi kiya. #3532,3,neutral,2025-10-10,Lucknow,Books,Myntra,hindi_english,75,synthetic_reviews,SYN_003533,SYN0003533,Books_Item,customer_service
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #3533",2,negative,2025-10-10,Delhi,Sports,Flipkart,hindi_english,76,synthetic_reviews,SYN_003534,SYN0003534,Sports_Item,"customer_service, delivery"
"Customer service poor tha, issue solve nahi hua. Value for money achha hai. #3534",1,negative,2025-10-10,Kolkata,Fashion,Zomato,hindi_english,81,synthetic_reviews,SYN_003535,SYN0003535,Fashion_Item,"customer_service, price"
Product quality amazing hai aur delivery on time. Packaging kharab tha. #3535,4,positive,2025-10-10,Delhi,Fashion,Flipkart,hindi_english,77,synthetic_reviews,SYN_003536,SYN0003536,Fashion_Item,"delivery, packaging, product_quality"
It functions as expected. No major complaints. Customer care helpful tha. #3536,3,neutral,2025-10-10,Delhi,Fashion,Swiggy,hindi_english,79,synthetic_reviews,SYN_003537,SYN0003537,Fashion_Item,general
Product quality amazing hai aur delivery on time. Customer care helpful tha. #3537,5,positive,2025-10-10,Delhi,Sports,Amazon,hindi_english,82,synthetic_reviews,SYN_003538,SYN0003538,Sports_Item,"delivery, product_quality"
Value for money bahut achha hai. Highly recommend. Delivery on time thi. #3538,4,positive,2025-10-10,Pune,Books,Flipkart,hindi_english,78,synthetic_reviews,SYN_003539,SYN0003539,Books_Item,"delivery, price"
Quality bahut kharab hai aur delivery bhi slow thi. Customer care helpful tha. #3539,1,negative,2025-10-10,Hyderabad,Electronics,Zomato,hindi_english,84,synthetic_reviews,SYN_003540,SYN0003540,Electronics_Item,"delivery, product_quality"
Product theek hai. Kuch special nahi. Delivery on time thi. #3540,3,neutral,2025-10-10,Lucknow,Home & Kitchen,Myntra,hindi_english,65,synthetic_reviews,SYN_003541,SYN0003541,Home & Kitchen_Item,delivery
"Build quality solid hai, performance bhi acchi. Price reasonable hai. #3541",5,positive,2025-10-10,Bangalore,Books,Amazon,hindi_english,75,synthetic_reviews,SYN_003542,SYN0003542,Books_Item,"price, product_quality"
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #3542",2,negative,2025-10-10,Bangalore,Grocery,Amazon,hindi_english,76,synthetic_reviews,SYN_003543,SYN0003543,Grocery_Item,"customer_service, delivery"
"Feature set badhiya hai, use karna easy. Support bilkul madad nahi kiya. #3543",4,positive,2025-10-10,Bangalore,Grocery,Myntra,hindi_english,78,synthetic_reviews,SYN_003544,SYN0003544,Grocery_Item,"customer_service, product_quality"
Value for money bahut achha hai. Highly recommend. Customer care helpful tha. #3544,4,positive,2025-10-10,Hyderabad,Books,Zomato,hindi_english,83,synthetic_reviews,SYN_003545,SYN0003545,Books_Item,price
"Customer service poor tha, issue solve nahi hua. Packaging kharab tha. #3545",2,negative,2025-10-10,Chennai,Electronics,Amazon,hindi_english,76,synthetic_reviews,SYN_003546,SYN0003546,Electronics_Item,"customer_service, packaging"
"Customer service poor tha, issue solve nahi hua. Packaging sahi tha. #3546",2,negative,2025-10-10,Hyderabad,Grocery,Nykaa,hindi_english,74,synthetic_reviews,SYN_003547,SYN0003547,Grocery_Item,"customer_service, packaging"
It functions as expected. No major complaints. Packaging kharab tha. #3547,3,neutral,2025-10-10,Mumbai,Home & Kitchen,Flipkart,hindi_english,74,synthetic_reviews,SYN_003548,SYN0003548,Home & Kitchen_Item,packaging
Product theek hai. Kuch special nahi. Support bilkul madad nahi kiya. #3548,3,neutral,2025-10-10,Hyderabad,Electronics,Nykaa,hindi_english,75,synthetic_reviews,SYN_003549,SYN0003549,Electronics_Item,customer_service
"Build quality solid hai, performance bhi acchi. Price reasonable hai. #3549",4,positive,2025-10-10,Ahmedabad,Sports,Swiggy,hindi_english,75,synthetic_reviews,SYN_003550,SYN0003550,Sports_Item,"price, product_quality"
"Customer service poor tha, issue solve nahi hua. Packaging kharab tha. #3550",2,negative,2025-10-10,Lucknow,Electronics,Flipkart,hindi_english,76,synthetic_reviews,SYN_003551,SYN0003551,Electronics_Item,"customer_service, packaging"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3551",1,negative,2025-10-10,Hyderabad,Grocery,Flipkart,hindi_english,86,synthetic_reviews,SYN_003552,SYN0003552,Grocery_Item,customer_service
Quality bahut kharab hai aur delivery bhi slow thi. Delivery on time thi. #3552,2,negative,2025-10-10,Ahmedabad,Electronics,Zomato,hindi_english,79,synthetic_reviews,SYN_003553,SYN0003553,Electronics_Item,"delivery, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Price reasonable hai. #3553",3,neutral,2025-10-10,Mumbai,Sports,Nykaa,hindi_english,67,synthetic_reviews,SYN_003554,SYN0003554,Sports_Item,price
"Description misleading tha, value for money nahi. Support bilkul madad nahi kiya. #3554",2,negative,2025-10-10,Pune,Sports,Zomato,hindi_english,87,synthetic_reviews,SYN_003555,SYN0003555,Sports_Item,"customer_service, price"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3555",2,negative,2025-10-10,Pune,Beauty,Swiggy,hindi_english,86,synthetic_reviews,SYN_003556,SYN0003556,Beauty_Item,customer_service
"Feature set badhiya hai, use karna easy. Value for money achha hai. #3556",4,positive,2025-10-10,Mumbai,Fashion,Myntra,hindi_english,73,synthetic_reviews,SYN_003557,SYN0003557,Fashion_Item,"price, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3557",1,negative,2025-10-10,Lucknow,Grocery,Swiggy,hindi_english,86,synthetic_reviews,SYN_003558,SYN0003558,Grocery_Item,customer_service
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3558",2,negative,2025-10-10,Hyderabad,Fashion,Nykaa,hindi_english,86,synthetic_reviews,SYN_003559,SYN0003559,Fashion_Item,customer_service
"Feature set badhiya hai, use karna easy. Delivery late thi. #3559",5,positive,2025-10-10,Chennai,Sports,Nykaa,hindi_english,65,synthetic_reviews,SYN_003560,SYN0003560,Sports_Item,"delivery, product_quality"
"Build quality solid hai, performance bhi acchi. Value for money achha hai. #3560",5,positive,2025-10-10,Mumbai,Grocery,Swiggy,hindi_english,80,synthetic_reviews,SYN_003561,SYN0003561,Grocery_Item,"price, product_quality"
Product theek hai. Kuch special nahi. Delivery late thi. #3561,3,neutral,2025-10-10,Mumbai,Fashion,Nykaa,hindi_english,62,synthetic_reviews,SYN_003562,SYN0003562,Fashion_Item,delivery
Product quality amazing hai aur delivery on time. Packaging sahi tha. #3562,5,positive,2025-10-10,Chennai,Grocery,Zomato,hindi_english,75,synthetic_reviews,SYN_003563,SYN0003563,Grocery_Item,"delivery, packaging, product_quality"
"Description misleading tha, value for money nahi. Delivery late thi. #3563",1,negative,2025-10-10,Lucknow,Fashion,Flipkart,hindi_english,74,synthetic_reviews,SYN_003564,SYN0003564,Fashion_Item,"delivery, price"
Fantastic product! Quality great hai aur delivery fast hui. Price reasonable hai. #3564,5,positive,2025-10-10,Ahmedabad,Grocery,Swiggy,hindi_english,87,synthetic_reviews,SYN_003565,SYN0003565,Grocery_Item,"delivery, price, product_quality"
Average quality aur standard delivery time tha. Packaging sahi tha. #3565,3,neutral,2025-10-10,Lucknow,Sports,Nykaa,hindi_english,73,synthetic_reviews,SYN_003566,SYN0003566,Sports_Item,"delivery, packaging, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3566",1,negative,2025-10-10,Bangalore,Electronics,Swiggy,hindi_english,86,synthetic_reviews,SYN_003567,SYN0003567,Electronics_Item,customer_service
Value for money bahut achha hai. Highly recommend. Packaging sahi tha. #3567,4,positive,2025-10-10,Lucknow,Beauty,Flipkart,hindi_english,76,synthetic_reviews,SYN_003568,SYN0003568,Beauty_Item,"packaging, price"
Product quality amazing hai aur delivery on time. Delivery late thi. #3568,4,positive,2025-10-10,Lucknow,Books,Zomato,hindi_english,74,synthetic_reviews,SYN_003569,SYN0003569,Books_Item,"delivery, product_quality"
Product quality amazing hai aur delivery on time. Value for money achha hai. #3569,5,positive,2025-10-10,Bangalore,Grocery,Nykaa,hindi_english,82,synthetic_reviews,SYN_003570,SYN0003570,Grocery_Item,"delivery, price, product_quality"
Packaging damaged thi aur product broken mila. Packaging sahi tha. #3570,2,negative,2025-10-10,Hyderabad,Books,Myntra,hindi_english,72,synthetic_reviews,SYN_003571,SYN0003571,Books_Item,"packaging, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3571",1,negative,2025-10-10,Ahmedabad,Home & Kitchen,Amazon,hindi_english,86,synthetic_reviews,SYN_003572,SYN0003572,Home & Kitchen_Item,customer_service
"Customer service poor tha, issue solve nahi hua. Price reasonable hai. #3572",2,negative,2025-10-10,Bangalore,Books,Flipkart,hindi_english,76,synthetic_reviews,SYN_003573,SYN0003573,Books_Item,"customer_service, price"
"Customer service poor tha, issue solve nahi hua. Packaging sahi tha. #3573",2,negative,2025-10-10,Hyderabad,Electronics,Myntra,hindi_english,74,synthetic_reviews,SYN_003574,SYN0003574,Electronics_Item,"customer_service, packaging"
Average quality aur standard delivery time tha. Price reasonable hai. #3574,3,neutral,2025-10-10,Bangalore,Books,Myntra,hindi_english,75,synthetic_reviews,SYN_003575,SYN0003575,Books_Item,"delivery, price, product_quality"
"Feature set badhiya hai, use karna easy. Price reasonable hai. #3575",5,positive,2025-10-10,Kolkata,Books,Amazon,hindi_english,68,synthetic_reviews,SYN_003576,SYN0003576,Books_Item,"price, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Delivery late thi. #3576,5,positive,2025-10-10,Kolkata,Fashion,Swiggy,hindi_english,84,synthetic_reviews,SYN_003577,SYN0003577,Fashion_Item,"delivery, product_quality"
Packaging damaged thi aur product broken mila. Packaging kharab tha. #3577,2,negative,2025-10-10,Bangalore,Electronics,Zomato,hindi_english,74,synthetic_reviews,SYN_003578,SYN0003578,Electronics_Item,"packaging, product_quality"
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #3578",2,negative,2025-10-10,Bangalore,Sports,Myntra,hindi_english,76,synthetic_reviews,SYN_003579,SYN0003579,Sports_Item,"customer_service, delivery"
"Customer service poor tha, issue solve nahi hua. Delivery late thi. #3579",2,negative,2025-10-10,Lucknow,Sports,Nykaa,hindi_english,73,synthetic_reviews,SYN_003580,SYN0003580,Sports_Item,"customer_service, delivery"
"Description misleading tha, value for money nahi. Packaging kharab tha. #3580",1,negative,2025-10-10,Bangalore,Books,Zomato,hindi_english,77,synthetic_reviews,SYN_003581,SYN0003581,Books_Item,"packaging, price"
Product theek hai. Kuch special nahi. Delivery late thi. #3581,3,neutral,2025-10-10,Delhi,Home & Kitchen,Myntra,hindi_english,62,synthetic_reviews,SYN_003582,SYN0003582,Home & Kitchen_Item,delivery
Packaging mast hai aur product perfect condition mein mila. Delivery late thi. #3582,4,positive,2025-10-10,Hyderabad,Fashion,Flipkart,hindi_english,84,synthetic_reviews,SYN_003583,SYN0003583,Fashion_Item,"delivery, packaging"
Value for money bahut achha hai. Highly recommend. Delivery late thi. #3583,5,positive,2025-10-10,Jaipur,Fashion,Myntra,hindi_english,75,synthetic_reviews,SYN_003584,SYN0003584,Fashion_Item,"delivery, price"
"Description misleading tha, value for money nahi. Packaging kharab tha. #3584",2,negative,2025-10-10,Chennai,Sports,Myntra,hindi_english,77,synthetic_reviews,SYN_003585,SYN0003585,Sports_Item,"packaging, price"
Product quality amazing hai aur delivery on time. Delivery on time thi. #3585,4,positive,2025-10-10,Lucknow,Beauty,Amazon,hindi_english,77,synthetic_reviews,SYN_003586,SYN0003586,Beauty_Item,"delivery, product_quality"
"Description misleading tha, value for money nahi. Support bilkul madad nahi kiya. #3586",2,negative,2025-10-10,Ahmedabad,Grocery,Zomato,hindi_english,87,synthetic_reviews,SYN_003587,SYN0003587,Grocery_Item,"customer_service, price"
Product quality amazing hai aur delivery on time. Price reasonable hai. #3587,4,positive,2025-10-10,Chennai,Beauty,Myntra,hindi_english,77,synthetic_reviews,SYN_003588,SYN0003588,Beauty_Item,"delivery, price, product_quality"
It functions as expected. No major complaints. Value for money achha hai. #3588,3,neutral,2025-10-10,Lucknow,Electronics,Zomato,hindi_english,79,synthetic_reviews,SYN_003589,SYN0003589,Electronics_Item,price
Packaging damaged thi aur product broken mila. Packaging kharab tha. #3589,1,negative,2025-10-10,Kolkata,Electronics,Swiggy,hindi_english,74,synthetic_reviews,SYN_003590,SYN0003590,Electronics_Item,"packaging, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Value for money achha hai. #3590,1,negative,2025-10-10,Delhi,Sports,Nykaa,hindi_english,84,synthetic_reviews,SYN_003591,SYN0003591,Sports_Item,"delivery, price, product_quality"
Product quality amazing hai aur delivery on time. Packaging sahi tha. #3591,4,positive,2025-10-10,Chennai,Electronics,Myntra,hindi_english,75,synthetic_reviews,SYN_003592,SYN0003592,Electronics_Item,"delivery, packaging, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3592",2,negative,2025-10-10,Lucknow,Grocery,Flipkart,hindi_english,86,synthetic_reviews,SYN_003593,SYN0003593,Grocery_Item,customer_service
"Build quality solid hai, performance bhi acchi. Delivery late thi. #3593",4,positive,2025-10-10,Bangalore,Grocery,Swiggy,hindi_english,72,synthetic_reviews,SYN_003594,SYN0003594,Grocery_Item,"delivery, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Delivery on time thi. #3594,5,positive,2025-10-10,Hyderabad,Electronics,Myntra,hindi_english,87,synthetic_reviews,SYN_003595,SYN0003595,Electronics_Item,"delivery, product_quality"
"Description misleading tha, value for money nahi. Support bilkul madad nahi kiya. #3595",1,negative,2025-10-10,Mumbai,Grocery,Swiggy,hindi_english,87,synthetic_reviews,SYN_003596,SYN0003596,Grocery_Item,"customer_service, price"
Packaging mast hai aur product perfect condition mein mila. Value for money achha hai. #3596,5,positive,2025-10-10,Kolkata,Sports,Zomato,hindi_english,92,synthetic_reviews,SYN_003597,SYN0003597,Sports_Item,"packaging, price"
"Feature set badhiya hai, use karna easy. Support bilkul madad nahi kiya. #3597",5,positive,2025-10-10,Ahmedabad,Beauty,Zomato,hindi_english,78,synthetic_reviews,SYN_003598,SYN0003598,Beauty_Item,"customer_service, product_quality"
"Description misleading tha, value for money nahi. Delivery late thi. #3598",2,negative,2025-10-10,Mumbai,Books,Zomato,hindi_english,74,synthetic_reviews,SYN_003599,SYN0003599,Books_Item,"delivery, price"
"Description misleading tha, value for money nahi. Packaging sahi tha. #3599",1,negative,2025-10-10,Lucknow,Books,Swiggy,hindi_english,75,synthetic_reviews,SYN_003600,SYN0003600,Books_Item,"packaging, price"
"Jaisa describe kiya tha, waisa hi mila. Delivery on time thi. #3600",3,neutral,2025-10-10,Bangalore,Electronics,Zomato,hindi_english,67,synthetic_reviews,SYN_003601,SYN0003601,Electronics_Item,delivery
Fantastic product! Quality great hai aur delivery fast hui. Price reasonable hai. #3601,4,positive,2025-10-10,Bangalore,Grocery,Swiggy,hindi_english,87,synthetic_reviews,SYN_003602,SYN0003602,Grocery_Item,"delivery, price, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3602",2,negative,2025-10-10,Jaipur,Fashion,Zomato,hindi_english,86,synthetic_reviews,SYN_003603,SYN0003603,Fashion_Item,customer_service
Packaging mast hai aur product perfect condition mein mila. Delivery late thi. #3603,5,positive,2025-10-10,Bangalore,Books,Swiggy,hindi_english,84,synthetic_reviews,SYN_003604,SYN0003604,Books_Item,"delivery, packaging"
Average quality aur standard delivery time tha. Support bilkul madad nahi kiya. #3604,3,neutral,2025-10-10,Delhi,Fashion,Flipkart,hindi_english,85,synthetic_reviews,SYN_003605,SYN0003605,Fashion_Item,"customer_service, delivery, product_quality"
Packaging mast hai aur product perfect condition mein mila. Price reasonable hai. #3605,5,positive,2025-10-10,Mumbai,Electronics,Zomato,hindi_english,87,synthetic_reviews,SYN_003606,SYN0003606,Electronics_Item,"packaging, price"
Quality bahut kharab hai aur delivery bhi slow thi. Price reasonable hai. #3606,2,negative,2025-10-10,Delhi,Beauty,Swiggy,hindi_english,79,synthetic_reviews,SYN_003607,SYN0003607,Beauty_Item,"delivery, price, product_quality"
Average quality aur standard delivery time tha. Value for money achha hai. #3607,3,neutral,2025-10-10,Bangalore,Sports,Zomato,hindi_english,80,synthetic_reviews,SYN_003608,SYN0003608,Sports_Item,"delivery, price, product_quality"
It functions as expected. No major complaints. Packaging sahi tha. #3608,3,neutral,2025-10-10,Jaipur,Grocery,Swiggy,hindi_english,72,synthetic_reviews,SYN_003609,SYN0003609,Grocery_Item,packaging
"Description misleading tha, value for money nahi. Customer care helpful tha. #3609",2,negative,2025-10-10,Delhi,Home & Kitchen,Zomato,hindi_english,82,synthetic_reviews,SYN_003610,SYN0003610,Home & Kitchen_Item,price
Packaging mast hai aur product perfect condition mein mila. Delivery on time thi. #3610,4,positive,2025-10-10,Bangalore,Electronics,Myntra,hindi_english,87,synthetic_reviews,SYN_003611,SYN0003611,Electronics_Item,"delivery, packaging"
Value for money bahut achha hai. Highly recommend. Delivery on time thi. #3611,5,positive,2025-10-10,Bangalore,Sports,Swiggy,hindi_english,78,synthetic_reviews,SYN_003612,SYN0003612,Sports_Item,"delivery, price"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging sahi tha. #3612,1,negative,2025-10-10,Chennai,Sports,Swiggy,hindi_english,77,synthetic_reviews,SYN_003613,SYN0003613,Sports_Item,"delivery, packaging, product_quality"
"Build quality solid hai, performance bhi acchi. Value for money achha hai. #3613",4,positive,2025-10-10,Delhi,Books,Myntra,hindi_english,80,synthetic_reviews,SYN_003614,SYN0003614,Books_Item,"price, product_quality"
Product quality amazing hai aur delivery on time. Price reasonable hai. #3614,4,positive,2025-10-10,Ahmedabad,Books,Zomato,hindi_english,77,synthetic_reviews,SYN_003615,SYN0003615,Books_Item,"delivery, price, product_quality"
Product quality amazing hai aur delivery on time. Price reasonable hai. #3615,4,positive,2025-10-10,Kolkata,Sports,Amazon,hindi_english,77,synthetic_reviews,SYN_003616,SYN0003616,Sports_Item,"delivery, price, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Delivery late thi. #3616,1,negative,2025-10-10,Lucknow,Sports,Amazon,hindi_english,76,synthetic_reviews,SYN_003617,SYN0003617,Sports_Item,"delivery, product_quality"
"Build quality solid hai, performance bhi acchi. Value for money achha hai. #3617",5,positive,2025-10-10,Chennai,Grocery,Nykaa,hindi_english,80,synthetic_reviews,SYN_003618,SYN0003618,Grocery_Item,"price, product_quality"
Product quality amazing hai aur delivery on time. Customer care helpful tha. #3618,4,positive,2025-10-10,Jaipur,Home & Kitchen,Myntra,hindi_english,82,synthetic_reviews,SYN_003619,SYN0003619,Home & Kitchen_Item,"delivery, product_quality"
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #3619",1,negative,2025-10-10,Hyderabad,Home & Kitchen,Swiggy,hindi_english,76,synthetic_reviews,SYN_003620,SYN0003620,Home & Kitchen_Item,"customer_service, delivery"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #3620",2,negative,2025-10-10,Lucknow,Electronics,Amazon,hindi_english,86,synthetic_reviews,SYN_003621,SYN0003621,Electronics_Item,customer_service
It functions as expected. No major complaints. Packaging sahi tha. #3621,3,neutral,2025-10-10,Delhi,Beauty,Flipkart,hindi_english,72,synthetic_reviews,SYN_003622,SYN0003622,Beauty_Item,packaging
