review_text,sentiment,review_id
"Flipkart se Mixer Grinder liya, quality average. Delivery bahut fast thi, packaging leak-proof thi. Nahi lena chahiye tha.",negative,REV_006967
Vada Pav ka flavour overpowering tha. Zomato delivery bahut fast thi. Phir bhi recommend karunga.,neutral,REV_000306
"Delhi me Swiggy ka order diya Margherita Pizza. Quantity sahi thi, thanda pohoch gaya. Must try.",negative,REV_011333
omg such a good product i received its totally working with higher speeds,positive,ENG_005181
"Mumbai me Swiggy ka order diya Chicken Biryani. Quantity kam thi, garam aaya. Overall theek hai.",neutral,REV_003651
very nice thank you flipkart must buy this product i love it,positive,ENG_016640
"Synthetic Pressure Cooker ka performance below average hai, price mehenga tha. Return replace slow tha. Nahi lena chahiye tha.",neutral,REV_005167
"Kurta Set ki stitching flimsy hai, color as shown. Exchange return theek tha. Must try.",negative,REV_002907
nice gloves i used for best value for money i recommend to buy this gloves friends,positive,ENG_007520
"Amazon pe Trimmer purchase kiya, build badhiya hai. Packaging sahi thi, delivery on time thi. Disappointed ho gaya.",negative,REV_000229
superb tv stick earlier i used fire tv stick at that time it is lagging a lot but with this tv stick it is good,positive,ENG_024426
whereas the lid of the centrifugal juicer jar is missing i requested for replacement again its missing flipkart can you ensure that the lid is provided mixers body is not so superior quality jars are of good quality and study steel,positive,ENG_015099
"Swiggy se Cheeseburger order kiya, taste fresh tha, delivery late thi. Packaging leak-proof thi. Disappointed ho gaya.",negative,REV_002576
"Synthetic LED Bulb Pack ka performance below average tha, price affordable. Warranty return helpful tha. Phir bhi recommend karunga.",neutral,REV_009346
working finebut buyers please note it doesnt have front wheel drive,positive,ENG_019037
"Synthetic Steam Iron ka performance excellent tha, price mehenga tha. Warranty return theek tha. Disappointed ho gaya.",negative,REV_011517
"Flipkart se Powerbank liya, quality badhiya. Delivery on time thi, packaging theek thi. Overall theek hai.",positive,REV_001343
Synthetic Rajma Chawal fresh tha aur Swiggy delivery bahut fast thi thi. Price zyada tha. Nahi lena chahiye tha.,neutral,REV_007929
"Lucknow me Swiggy ka order diya Cheeseburger. Quantity sahi thi, thanda pohoch gaya. Must try.",neutral,REV_009775
not to the expectations low garde plastic used swing isnt adjustable water pump replaced 4 times in 3 months over all waste buy,positive,ENG_000490
Synthetic Vada Pav ka flavour rich tha. Zomato delivery on time thi. Disappointed ho gaya.,neutral,REV_000987
"Restaurant se Veg Pulao order kiya via Zomato. Portion kaafi tha, thanda pohoch gaya. Phir bhi recommend karunga.",positive,REV_004162
"Synthetic Myntra se Cotton T-Shirt liya, size loose tha aur fabric thick. Delivery on time thi. Nahi lena chahiye tha.",neutral,REV_004013
"Swiggy se Chicken Biryani order kiya, taste spicy tha, delivery on time thi. Packaging sahi thi. Disappointed ho gaya.",negative,REV_008422
this was a awesome deal by flipcart m so glade to be a part from it genuine product n timely dilivered with safely thankyou flipcart,positive,ENG_035275
"Synthetic Design outdated hai, use karne me easy. Nahi lena chahiye tha.",neutral,REV_000999
"Powerbank ka performance mast tha, price mehenga tha. Warranty return helpful tha. Disappointed ho gaya.",positive,REV_005242
"Flipkart se Powerbank liya, quality badhiya. Delivery late thi, packaging theek thi. Nahi lena chahiye tha.",positive,REV_003585
"Synthetic Nykaa se Matte Lipstick liya, skin pe feel lightweight hai. Packaging sahi thi. Delivery bahut fast thi. Disappointed ho gaya.",negative,REV_008348
"Trimmer ka performance theek tha, price mehenga tha. Warranty return slow tha. Overall theek hai.",neutral,REV_010241
product is excellentlight in weight easy to assemble easy to change attachments cleaning etca slight jerk at the start of the operation switching on the power could have been avoided,positive,ENG_024794
"Zomato pe Tandoori Roti mangwaya, theek thaak. Delivery on time thi thi, packaging kharab thi. Must try.",positive,REV_010162
"Restaurant se Chicken Shawarma order kiya via Zomato. Portion kam tha, thanda pohoch gaya. Overall theek hai.",neutral,REV_008971
"Synthetic Shampoo ka result average mila, fragrance strong. Price mehenga tha. Disappointed ho gaya.",negative,REV_010697
"Steam Iron ka performance theek tha, price mehenga tha. Warranty return theek tha. Phir bhi recommend karunga.",positive,REV_004211
product is good with good look and compact designairflow is also good while considering for medium hallbut the problem is if you try to adjust ventsblades they will automatically bend downwards due to airforce it would be better if they stand still however we want,positive,ENG_000277
"Sunscreen SPF50 ka result average mila, fragrance pleasant. Price reasonable. Value for money.",negative,REV_002181
nice keyboard but plastic body best of the keyboard low price this keyboard blue switch mechanical keyboard,positive,ENG_013539
"Synthetic LED Bulb Pack ka performance excellent hai, price reasonable. Return replace slow tha. Phir bhi recommend karunga.",neutral,REV_005550
"Tastes like normal pouch bag milk. Feels no difference unlike other brands which though taste good, sometimes are a lot thicker to seem real milk.",positive,ENG_000648
"Nykaa se Moisturizer liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery on time thi. Phir bhi recommend karunga.",negative,REV_001629
"Synthetic Moisturizer ka result decent mila, fragrance pleasant. Price reasonable. Overall theek hai.",negative,REV_002203
"Zomato pe Samosa mangwaya, spicy. Delivery on time thi thi, packaging sahi thi. Nahi lena chahiye tha.",negative,REV_002415
very compact design looks classy with blue lights fast bluetooth connectivity clear voice without interruption also have self volume control system,positive,ENG_028159
"Face Wash ka result visible mila, fragrance none. Price reasonable. Must try.",negative,REV_008559
Tandoori Roti ka flavour light tha. Zomato delivery late thi. Value for money.,negative,REV_000583
"Steam Iron ka performance mast tha, price reasonable. Warranty return helpful tha. Phir bhi recommend karunga.",negative,REV_008333
"Synthetic Hoodie ki stitching solid hai, color as shown. Exchange return helpful tha. Nahi lena chahiye tha.",neutral,REV_004588
"Conditioner ka result average mila, fragrance none. Price zyada tha. Phir bhi recommend karunga.",negative,REV_002842
"Synthetic Sunscreen SPF50 ka result visible mila, fragrance strong. Price mehenga tha. Nahi lena chahiye tha.",neutral,REV_003286
"Flipkart se LED Bulb Pack liya, quality badhiya. Delivery on time thi, packaging sahi thi. Overall theek hai.",negative,REV_001482
"Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging leak-proof thi, delivery late thi. Phir bhi recommend karunga.",neutral,REV_000833
"Swiggy se Idli Sambar order kiya, taste average tha, delivery on time thi. Packaging theek thi. Overall theek hai.",neutral,REV_011054
"Swiggy se Veg Thali order kiya, taste fresh tha, delivery late thi. Packaging leak-proof thi. Disappointed ho gaya.",positive,REV_009094
"Synthetic Price affordable tha, Hoodie overall okay okay. Nahi lena chahiye tha.",neutral,REV_003437
"Price affordable tha, Running Shoes overall disappointing. Value for money.",positive,REV_007302
"Hair Dryer ka performance excellent tha, price reasonable. Warranty return slow tha. Overall theek hai.",positive,REV_012751
"Hair Dryer ka performance excellent tha, price mehenga tha. Warranty return slow tha. Nahi lena chahiye tha.",negative,REV_007124
"Electric Kettle ka performance mast tha, price reasonable. Warranty return helpful tha. Must try.",neutral,REV_011490
"Powerbank ka performance below average tha, price zyada tha. Warranty return slow tha. Nahi lena chahiye tha.",negative,REV_011781
"Synthetic Amazon pe Desk Lamp purchase kiya, build badhiya hai. Packaging sahi thi, delivery late thi. Disappointed ho gaya.",neutral,REV_003675
Synthetic Chicken Shawarma ka flavour rich tha. Zomato delivery bahut fast thi. Overall theek hai.,negative,REV_005731
"Hoodie ki stitching badhiya hai, color thoda fade. Exchange return slow tha. Nahi lena chahiye tha.",positive,REV_005028
"Synthetic Hair Oil ka result decent mila, fragrance mild. Price reasonable. Overall theek hai.",neutral,REV_009230
delivered on 23rd december and installation on 27th december build quality is good works fine and came without any damages vfm will update after testing for a few days,positive,ENG_018433
excellent product value for money and the laptop is awesome including its design performance and all special thanks to msi and flipkart,positive,ENG_013120
nice tv worth for amount but wireless display breaks connection often and need double network it will not work with single network by single device,positive,ENG_021589
Vada Pav ka flavour overpowering tha. Zomato delivery on time thi. Must try.,negative,REV_002529
"Formal Shirt ki stitching average hai, color vibrant. Exchange return helpful tha. Must try.",negative,REV_009614
"Synthetic Pune me Swiggy ka order diya Paneer Tikka. Quantity kam thi, thanda pohoch gaya. Disappointed ho gaya.",negative,REV_007136
"Synthetic Amazon pe Bluetooth Speaker purchase kiya, build flimsy hai. Packaging sahi thi, delivery on time thi. Phir bhi recommend karunga.",neutral,REV_010109
"Cotton T-Shirt ki stitching badhiya hai, color thoda fade. Exchange return helpful tha. Phir bhi recommend karunga.",positive,REV_011037
"Electric Kettle ka performance below average tha, price zyada tha. Warranty return helpful tha. Value for money.",positive,REV_006272
"Desk Lamp ka performance theek hai, price reasonable. Return replace theek tha. Overall theek hai.",negative,REV_007406
worth one small thing i was interested in space grey variant but when i ordered gold was only listed so i had to buy that but okaygold also look nice,positive,ENG_014711
"Synthetic Nykaa se Sunscreen SPF50 liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery bahut fast thi. Overall theek hai.",negative,REV_008710
really a good product nicely packed and delivered no sound while switching over from normal power to emergency power,positive,ENG_032150
"Synthetic Zomato pe Butter Chicken mangwaya, spicy. Delivery bahut fast thi thi, packaging kharab thi. Phir bhi recommend karunga.",neutral,REV_006993
"Nykaa se Hair Oil liya, skin pe feel thoda sticky hai. Packaging leak-proof thi. Delivery late thi. Phir bhi recommend karunga.",neutral,REV_005662
"Myntra se Anarkali Dress liya, size perfect tha aur fabric thick. Delivery on time thi. Phir bhi recommend karunga.",neutral,REV_000972
"Zomato pe Samosa mangwaya, bahut achha. Delivery bahut fast thi thi, packaging kharab thi. Nahi lena chahiye tha.",positive,REV_005419
early review the package was in great condition pretty good packaging,positive,ENG_019552
"Kajal ka result visible mila, fragrance strong. Price zyada tha. Nahi lena chahiye tha.",neutral,REV_008849
"Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging sahi thi, delivery bahut fast thi. Disappointed ho gaya.",neutral,REV_011760
"Restaurant se Butter Chicken order kiya via Zomato. Portion sahi tha, thik temperature. Must try.",neutral,REV_001415
worth the buy much better much improved than 4a android tv at 24000 is awesome,positive,ENG_021179
"Anarkali Dress ki stitching flimsy hai, color vibrant. Exchange return theek tha. Overall theek hai.",neutral,REV_004317
"Trimmer ka performance mast hai, price reasonable. Return replace theek tha. Phir bhi recommend karunga.",positive,REV_012299
"Nykaa se Moisturizer liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery late thi. Nahi lena chahiye tha.",neutral,REV_010284
"Kajal ka result average mila, fragrance mild. Price reasonable. Nahi lena chahiye tha.",negative,REV_003424
"Synthetic Nykaa se Conditioner liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery bahut fast thi. Value for money.",negative,REV_001972
"Hoodie ki stitching badhiya hai, color thoda fade. Exchange return theek tha. Value for money.",neutral,REV_005564
value for money very useful for competative exams just go for it,positive,ENG_029191
"Nykaa se Kajal liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Value for money.",neutral,REV_001085
"Jaipur me Swiggy ka order diya Masala Dosa. Quantity kaafi thi, thanda pohoch gaya. Nahi lena chahiye tha.",positive,REV_007183
"Myntra se Anarkali Dress liya, size thoda tight tha aur fabric soft. Delivery late thi. Disappointed ho gaya.",neutral,REV_008774
bought the product about 3 weeks back initially there was some problems to connect it to my projector but after that everything went silky smooth now i am enjoying all the contents that i am getting in my mobile including netflix hotstar jio tv without any hassles on my projector chromecast is much faster and better than any other cheaper casting dongle which i had brought earlier,positive,ENG_024252
"Synthetic Myntra se Track Pants liya, size loose tha aur fabric thick. Delivery late thi. Overall theek hai.",neutral,REV_002472
"Zomato pe Hakka Noodles mangwaya, spicy. Delivery bahut fast thi thi, packaging leak-proof thi. Phir bhi recommend karunga.",negative,REV_003702
"Swiggy se Idli Sambar order kiya, taste spicy tha, delivery late thi. Packaging sahi thi. Disappointed ho gaya.",neutral,REV_005904
"Kajal ka result visible mila, fragrance none. Price mehenga tha. Overall theek hai.",neutral,REV_002161
"Synthetic Trimmer ka performance below average tha, price affordable. Warranty return helpful tha. Disappointed ho gaya.",neutral,REV_003889
"Myntra se Hoodie liya, size thoda tight tha aur fabric soft. Delivery on time thi. Must try.",negative,REV_012004
"Ahmedabad me Swiggy ka order diya Margherita Pizza. Quantity kam thi, garam aaya. Phir bhi recommend karunga.",positive,REV_008781
"Flipkart se Electric Kettle liya, quality solid. Delivery late thi, packaging theek thi. Value for money.",positive,REV_011593
"Synthetic Flipkart se Hair Dryer liya, quality solid. Delivery late thi, packaging sahi thi. Disappointed ho gaya.",neutral,REV_011658
the dress is adorable i ordered for my nephew he was looking supercool when he wore this very first time,positive,ENG_028445
"Flipkart se Trimmer liya, quality average. Delivery on time thi, packaging leak-proof thi. Disappointed ho gaya.",neutral,REV_007829
dont buy total waste of moneyregretting after buy and it cant be returned,positive,ENG_023909
"Synthetic Matte Lipstick ka result average mila, fragrance strong. Price mehenga tha. Nahi lena chahiye tha.",negative,REV_002343
"Zomato pe Tandoori Roti mangwaya, bland. Delivery bahut fast thi thi, packaging theek thi. Overall theek hai.",neutral,REV_009715
"Matte Lipstick ka result average mila, fragrance strong. Price mehenga tha. Must try.",negative,REV_003962
"Anarkali Dress ki stitching average hai, color vibrant. Exchange return theek tha. Disappointed ho gaya.",neutral,REV_002140
"Running Shoes ki stitching solid hai, color vibrant. Exchange return slow tha. Nahi lena chahiye tha.",negative,REV_011521
sound quality of speaker is good but bass is average battery backup is also good there is no remote provided with this speaker it would have been better if remote is provided which is easy to operate which is drawback in my opinion bluetooth connectivity and its range is superb overall i can say good product from zebronics,positive,ENG_002362
"Installation smooth tha, overall okay okay. Phir bhi recommend karunga.",negative,REV_000155
"Flipkart se Trimmer liya, quality badhiya. Delivery bahut fast thi, packaging theek thi. Disappointed ho gaya.",neutral,REV_000824
"Face Wash ka result visible mila, fragrance strong. Price zyada tha. Must try.",neutral,REV_011114
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price reasonable. Disappointed ho gaya.,negative,REV_004881
"Synthetic Zomato pe Tandoori Roti mangwaya, bland. Delivery late thi thi, packaging kharab thi. Nahi lena chahiye tha.",neutral,REV_010947
"Amazon pe Powerbank purchase kiya, build badhiya hai. Packaging leak-proof thi, delivery bahut fast thi. Must try.",negative,REV_003559
"Synthetic Swiggy se Masala Dosa order kiya, taste average tha, delivery bahut fast thi. Packaging kharab thi. Overall theek hai.",neutral,REV_006752
"Synthetic Powerbank ka performance theek hai, price zyada tha. Return replace helpful tha. Phir bhi recommend karunga.",negative,REV_001149
"Synthetic Swiggy se Margherita Pizza order kiya, taste bahut achha tha, delivery bahut fast thi. Packaging theek thi. Value for money.",neutral,REV_005280
Synthetic Chicken Shawarma ka flavour light tha. Zomato delivery bahut fast thi. Must try.,neutral,REV_000331
"Trimmer ka performance theek tha, price reasonable. Warranty return helpful tha. Must try.",positive,REV_009065
"Synthetic Myntra se Denim Jeans liya, size thoda tight tha aur fabric soft. Delivery bahut fast thi. Phir bhi recommend karunga.",negative,REV_003544
"Conditioner ka result visible mila, fragrance strong. Price mehenga tha. Overall theek hai.",negative,REV_003430
"Synthetic Amazon pe Powerbank purchase kiya, build badhiya hai. Packaging leak-proof thi, delivery late thi. Phir bhi recommend karunga.",negative,REV_010521
"Hair Dryer ka performance excellent tha, price mehenga tha. Warranty return slow tha. Phir bhi recommend karunga.",positive,REV_000483
Synthetic Hakka Noodles ka flavour balanced tha. Zomato delivery on time thi. Value for money.,neutral,REV_004667
"Shampoo ka result visible mila, fragrance mild. Price zyada tha. Value for money.",positive,REV_006106
"Synthetic Myntra se Cotton T-Shirt liya, size perfect tha aur fabric thick. Delivery on time thi. Disappointed ho gaya.",neutral,REV_011366
"Synthetic Anarkali Dress ki stitching solid hai, color vibrant. Exchange return helpful tha. Must try.",neutral,REV_005020
this is nyc bottle of milton and good quality of bottle,positive,ENG_033383
"Zomato pe Hakka Noodles mangwaya, fresh. Delivery bahut fast thi thi, packaging kharab thi. Value for money.",negative,REV_004723
"Synthetic Restaurant se Samosa order kiya via Zomato. Portion sahi tha, garam aaya. Value for money.",negative,REV_006565
thomson tv is very very very good i suggest all people buy this lcd picture quality is very very good i am very happy thanks tomson you provide me very good lcd bezzel less design very very nice my first experience enjoy,positive,ENG_020455
"Zomato pe Veg Pulao mangwaya, theek thaak. Delivery on time thi thi, packaging theek thi. Must try.",neutral,REV_008890
"Synthetic Zomato pe Vada Pav mangwaya, average. Delivery late thi thi, packaging theek thi. Overall theek hai.",neutral,REV_011346
"Synthetic Electric Kettle ka performance excellent hai, price zyada tha. Return replace theek tha. Phir bhi recommend karunga.",negative,REV_006511
this product sound quality battery backup and buid quality is pro level must buy this product also zebronics is good trustable brand,positive,ENG_002445
very good product makes awsome paneer tikkas very good for pizzas and baking cakes always use a microvawe glove for using this keep away from the reach of children very satisfied with the product,positive,ENG_017397
packing is not good seeds not propare and image not add on packets so i cant guess which flower seed is in in tha packet,positive,ENG_033551
"Synthetic Sneakers ki stitching flimsy hai, color as shown. Exchange return theek tha. Nahi lena chahiye tha.",neutral,REV_000505
"Synthetic Flipkart se Bluetooth Speaker liya, quality average. Delivery late thi, packaging kharab thi. Must try.",neutral,REV_001217
damaged piece and the policy of replacement is totally not good they r not giving proper response very bad,positive,ENG_019391
Synthetic Paneer Tikka ka flavour light tha. Zomato delivery on time thi. Phir bhi recommend karunga.,negative,REV_008515
Synthetic Margherita Pizza fresh tha aur Swiggy delivery on time thi thi. Price affordable. Nahi lena chahiye tha.,neutral,REV_005348
"Zomato pe Vada Pav mangwaya, spicy. Delivery on time thi thi, packaging sahi thi. Nahi lena chahiye tha.",neutral,REV_011075
unfortunately air purifier not working at all immediately after the return date is overthis is terriblenot even 10 days i am unable to on or off,positive,ENG_027612
i3 10th gen obviously it is not for gaming and heavy use good for cs students battery is just ok not so good that is ok in this price camera is useless and apeakers are low if you can compromise with it then go for it,positive,ENG_014266
after one month of uses i found it good performance and value for money it cleans clothes too good,positive,ENG_025413
Chole Bhature ka flavour rich tha. Zomato delivery bahut fast thi. Disappointed ho gaya.,positive,REV_003126
little bit late to recharge to power bank otherwise its amazing,positive,ENG_017858
"Amazon pe Bluetooth Speaker purchase kiya, build flimsy hai. Packaging kharab thi, delivery bahut fast thi. Nahi lena chahiye tha.",neutral,REV_012515
"Original Product with good packaging, longer expiry date and less price than usual MRP. A must buy product for every household. Got it at 151 - Rs.",positive,ENG_000816
"Synthetic Electric Kettle ka performance below average tha, price mehenga tha. Warranty return slow tha. Must try.",negative,REV_004386
its gud to keep light weight stuff like clothes toys even shoes,positive,ENG_028629
"Price reasonable tha, Running Shoes overall disappointing. Nahi lena chahiye tha.",neutral,REV_005907
cycle look is good and stylish but its weight is light components are weaker as the chain broke another day while my son was going to school presently it is running good,positive,ENG_011644
"Myntra se Cotton T-Shirt liya, size perfect tha aur fabric lightweight. Delivery late thi. Overall theek hai.",neutral,REV_006119
"Synthetic Zomato pe Tandoori Roti mangwaya, bland. Delivery on time thi thi, packaging leak-proof thi. Must try.",neutral,REV_008549
"Synthetic Kolkata me Swiggy ka order diya Masala Dosa. Quantity kaafi thi, thanda pohoch gaya. Disappointed ho gaya.",neutral,REV_007393
"Price affordable tha, Track Pants overall paisa wasool. Disappointed ho gaya.",negative,REV_012590
"Myntra se Running Shoes liya, size thoda tight tha aur fabric soft. Delivery on time thi. Must try.",negative,REV_006676
"Zomato pe Veg Pulao mangwaya, bland. Delivery late thi thi, packaging theek thi. Value for money.",negative,REV_003209
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price zyada tha. Phir bhi recommend karunga.,neutral,REV_010408
dont buy this or dont buy from this seller build quality very bad sound quality is poor and fm radio function was not working only replacement and no refund option is given,positive,ENG_002412
"Synthetic Amazon pe LED Bulb Pack purchase kiya, build badhiya hai. Packaging theek thi, delivery on time thi. Disappointed ho gaya.",neutral,REV_009598
"Synthetic Zomato pe Chole Bhature mangwaya, bland. Delivery late thi thi, packaging sahi thi. Phir bhi recommend karunga.",neutral,REV_009544
"Zomato pe Chole Bhature mangwaya, bahut achha. Delivery on time thi thi, packaging sahi thi. Must try.",neutral,REV_008931
"Swiggy se Rajma Chawal order kiya, taste spicy tha, delivery late thi. Packaging sahi thi. Disappointed ho gaya.",negative,REV_001240
"Synthetic Amazon pe Electric Kettle purchase kiya, build average hai. Packaging leak-proof thi, delivery bahut fast thi. Nahi lena chahiye tha.",negative,REV_011118
Veg Thali fresh tha aur Swiggy delivery late thi thi. Price affordable. Must try.,positive,REV_001354
"Cotton T-Shirt ki stitching badhiya hai, color as shown. Exchange return slow tha. Must try.",positive,REV_004761
Synthetic Paneer Tikka fresh tha aur Swiggy delivery on time thi thi. Price affordable. Must try.,neutral,REV_004521
got corrupted after one month thrice in a day had to format 3 times lost all my data dont go for it go for sandisk which is much reliable i had used 32 gb sandisk for more than 5 years which never got corrupted,positive,ENG_034621
"Price reasonable tha, Cotton T-Shirt overall great value. Value for money.",negative,REV_007232
"Myntra se Hoodie liya, size loose tha aur fabric soft. Delivery on time thi. Nahi lena chahiye tha.",positive,REV_006196
"Synthetic Flipkart se Electric Kettle liya, quality average. Delivery late thi, packaging kharab thi. Phir bhi recommend karunga.",neutral,REV_004443
"Pressure Cooker ka performance below average hai, price mehenga tha. Return replace helpful tha. Must try.",positive,REV_001441
"Synthetic Price affordable tha, Anarkali Dress overall paisa wasool. Phir bhi recommend karunga.",neutral,REV_002929
Synthetic Veg Thali fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Phir bhi recommend karunga.,neutral,REV_012649
"Synthetic Myntra se Denim Jeans liya, size loose tha aur fabric thick. Delivery on time thi. Phir bhi recommend karunga.",negative,REV_009457
"Pressure Cooker ka performance excellent tha, price affordable. Warranty return theek tha. Overall theek hai.",negative,REV_000810
"Zomato pe Tandoori Roti mangwaya, average. Delivery on time thi thi, packaging theek thi. Disappointed ho gaya.",positive,REV_012815
"Restaurant se Hakka Noodles order kiya via Zomato. Portion kaafi tha, garam aaya. Nahi lena chahiye tha.",negative,REV_001592
"Swiggy se Rajma Chawal order kiya, taste bland tha, delivery late thi. Packaging sahi thi. Disappointed ho gaya.",negative,REV_008450
"Synthetic Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging sahi thi, delivery late thi. Overall theek hai.",negative,REV_003642
"Zomato pe Vada Pav mangwaya, theek thaak. Delivery bahut fast thi thi, packaging sahi thi. Phir bhi recommend karunga.",positive,REV_009553
"Synthetic Myntra se Hoodie liya, size perfect tha aur fabric rough. Delivery on time thi. Must try.",neutral,REV_003810
"Synthetic Zomato pe Chole Bhature mangwaya, bland. Delivery bahut fast thi thi, packaging kharab thi. Phir bhi recommend karunga.",negative,REV_002019
"Synthetic Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging leak-proof thi, delivery on time thi. Nahi lena chahiye tha.",neutral,REV_000737
"Synthetic Sneakers ki stitching average hai, color thoda fade. Exchange return theek tha. Overall theek hai.",neutral,REV_002236
"Synthetic Nykaa se Moisturizer liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery bahut fast thi. Must try.",neutral,REV_008780
"Cotton T-Shirt ki stitching flimsy hai, color as shown. Exchange return theek tha. Must try.",neutral,REV_004194
"Lucknow me Swiggy ka order diya Margherita Pizza. Quantity sahi thi, thik temperature. Nahi lena chahiye tha.",negative,REV_004285
worst washing machine pls dont buy this product today it is not working and doesnt know who should connect for service,positive,ENG_025489
"Synthetic Price mehenga tha tha, Anarkali Dress overall okay okay. Overall theek hai.",neutral,REV_005078
for the price i paid im very happy with the quality of these mats,positive,ENG_031044
Synthetic Vada Pav ka flavour light tha. Zomato delivery on time thi. Disappointed ho gaya.,neutral,REV_011053
"Installation smooth tha, overall great value. Phir bhi recommend karunga.",positive,REV_001759
Rajma Chawal fresh tha aur Swiggy delivery bahut fast thi thi. Price zyada tha. Phir bhi recommend karunga.,neutral,REV_001019
a big no for this kind of wastage product with no return policy it does not work guys i hv perforated ears so i decided to use this but in shower water goes to my ears toady i first time use this waste product dont buy and the seller of this product but u must hv to work on yr products after vry low ratings,positive,ENG_009412
"Trimmer ka performance mast tha, price reasonable. Warranty return helpful tha. Overall theek hai.",negative,REV_005441
this product only for look not comfortable and waste of money,positive,ENG_012799
"Swiggy se Rajma Chawal order kiya, taste theek thaak tha, delivery late thi. Packaging kharab thi. Overall theek hai.",negative,REV_006254
"Nykaa se Face Serum liya, skin pe feel thoda sticky hai. Packaging sahi thi. Delivery bahut fast thi. Must try.",positive,REV_011952
Butter Chicken ka flavour overpowering tha. Zomato delivery late thi. Nahi lena chahiye tha.,neutral,REV_011966
"Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging sahi thi, delivery late thi. Nahi lena chahiye tha.",neutral,REV_006079
"Formal Shirt ki stitching solid hai, color thoda fade. Exchange return theek tha. Disappointed ho gaya.",positive,REV_007886
"Zomato pe Veg Pulao mangwaya, spicy. Delivery on time thi thi, packaging theek thi. Nahi lena chahiye tha.",positive,REV_003393
"Zomato pe Samosa mangwaya, fresh. Delivery bahut fast thi thi, packaging sahi thi. Nahi lena chahiye tha.",positive,REV_009294
"Mixer Grinder ka performance mast tha, price zyada tha. Warranty return theek tha. Value for money.",neutral,REV_012036
"Desk Lamp ka performance mast hai, price zyada tha. Return replace theek tha. Value for money.",neutral,REV_011220
"Synthetic Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging sahi thi. Delivery late thi. Phir bhi recommend karunga.",neutral,REV_007084
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Phir bhi recommend karunga.,neutral,REV_009835
go for it without any doubt in your mind nice product and useful,positive,ENG_016713
"Synthetic Nykaa se Face Wash liya, skin pe feel thoda sticky hai. Packaging leak-proof thi. Delivery late thi. Disappointed ho gaya.",negative,REV_011044
"Synthetic Flipkart se Electric Kettle liya, quality solid. Delivery on time thi, packaging theek thi. Nahi lena chahiye tha.",neutral,REV_000323
"Restaurant se Vada Pav order kiya via Zomato. Portion sahi tha, thanda pohoch gaya. Must try.",neutral,REV_001410
"Hair Oil ka result decent mila, fragrance strong. Price reasonable. Phir bhi recommend karunga.",negative,REV_002703
inbuild media player is very worst most of the movies did not play completely the middle of the movie video is struck if want needs to install vlc and watch,positive,ENG_021319
"Myntra se Cotton T-Shirt liya, size thoda tight tha aur fabric rough. Delivery bahut fast thi. Overall theek hai.",negative,REV_009993
"Flipkart se Mixer Grinder liya, quality solid. Delivery late thi, packaging leak-proof thi. Phir bhi recommend karunga.",negative,REV_012725
"Nykaa se Face Wash liya, skin pe feel greasy nahi hai. Packaging leak-proof thi. Delivery late thi. Overall theek hai.",negative,REV_001414
"Swiggy se Idli Sambar order kiya, taste spicy tha, delivery late thi. Packaging kharab thi. Overall theek hai.",positive,REV_010996
product is not fresh it almost two years before manufacturing date quite dirty,positive,ENG_009285
"Nykaa se Shampoo liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery on time thi. Must try.",negative,REV_001471
"Sunscreen SPF50 ka result average mila, fragrance strong. Price reasonable. Must try.",neutral,REV_012025
"Kajal ka result decent mila, fragrance mild. Price zyada tha. Phir bhi recommend karunga.",negative,REV_012980
"Bluetooth Speaker ka performance mast hai, price reasonable. Return replace slow tha. Nahi lena chahiye tha.",neutral,REV_001746
"Synthetic Hyderabad me Swiggy ka order diya Paneer Tikka. Quantity kam thi, thik temperature. Overall theek hai.",negative,REV_011865
"Synthetic Restaurant se Veg Pulao order kiya via Zomato. Portion kam tha, garam aaya. Phir bhi recommend karunga.",negative,REV_010247
"Mumbai me Swiggy ka order diya Gulab Jamun. Quantity kaafi thi, thanda pohoch gaya. Value for money.",negative,REV_001662
Synthetic Paneer Tikka fresh tha aur Swiggy delivery bahut fast thi thi. Price affordable. Overall theek hai.,negative,REV_003711
"Restaurant se Samosa order kiya via Zomato. Portion sahi tha, garam aaya. Nahi lena chahiye tha.",negative,REV_001434
"Restaurant se Samosa order kiya via Zomato. Portion sahi tha, garam aaya. Must try.",negative,REV_001413
